Month,Year,State Abbrev,State,Labor Force Participation,Employment-Population Rate,Unemployment Rate 
06,2019,UT,Utah,68.4   ,66.7   ,2.5   
06,2019,VT,Vermont,66.2   ,65.0   ,1.9   
06,2019,VA,Virginia,65.7   ,64.0   ,2.5   
06,2019,WA,Washington,65.7   ,63.0   ,4.2   
06,2019,WV,West Virginia,54.6   ,52.0   ,4.8   
06,2019,WI,Wisconsin,66.8   ,64.6   ,3.2   
06,2019,WY,Wyoming,65.7   ,63.3   ,3.5   
07,2019,AL,Alabama,57.7   ,56.0   ,3.0   
07,2019,AK,Alaska,64.7   ,61.1   ,5.6   
07,2019,AZ,Arizona,62.0   ,59.1   ,4.8   
07,2019,AR,Arkansas,58.0   ,56.0   ,3.4   
07,2019,CA,California,62.3   ,59.8   ,4.0   
07,2019,CO,Colorado,68.7   ,66.9   ,2.5   
07,2019,CT,Connecticut,66.3   ,64.0   ,3.5   
07,2019,DE,Delaware,62.1   ,59.9   ,3.6   
07,2019,DC,District of Columbia,71.3   ,67.4   ,5.4   
07,2019,FL,Florida,59.5   ,57.5   ,3.2   
07,2019,GA,Georgia,63.0   ,60.7   ,3.5   
07,2019,HI,Hawaii,60.9   ,59.4   ,2.5   
07,2019,ID,Idaho,64.4   ,62.5   ,2.9   
07,2019,IL,Illinois,64.6   ,62.2   ,3.8   
07,2019,IN,Indiana,64.5   ,62.4   ,3.2   
07,2019,IA,Iowa,70.2   ,68.3   ,2.7   
07,2019,KS,Kansas,67.1   ,65.0   ,3.1   
07,2019,KY,Kentucky,58.8   ,56.4   ,4.1   
07,2019,LA,Louisiana,58.5   ,55.9   ,4.6   
07,2019,ME,Maine,62.3   ,60.6   ,2.8   
07,2019,MD,Maryland,69.0   ,66.7   ,3.4   
07,2019,MA,Massachusetts,67.3   ,65.3   ,3.0   
07,2019,MI,Michigan,61.9   ,59.3   ,4.1   
07,2019,MN,Minnesota,69.9   ,67.7   ,3.2   
07,2019,MS,Mississippi,56.3   ,53.1   ,5.6   
07,2019,MO,Missouri,63.8   ,61.8   ,3.1   
07,2019,MT,Montana,63.7   ,61.5   ,3.5   
07,2019,NE,Nebraska,70.3   ,68.1   ,3.1   
07,2019,NV,Nevada,64.1   ,61.5   ,4.0   
07,2019,NH,New Hampshire,68.9   ,67.2   ,2.5   
07,2019,NJ,New Jersey,63.8   ,61.7   ,3.3   
07,2019,NM,New Mexico,58.1   ,55.3   ,4.9   
07,2019,NY,New York,60.6   ,58.3   ,3.8   
07,2019,NC,North Carolina,61.5   ,59.1   ,3.9   
07,2019,ND,North Dakota,69.8   ,68.3   ,2.1   
07,2019,OH,Ohio,63.3   ,60.7   ,4.1   
07,2019,OK,Oklahoma,61.2   ,59.3   ,3.1   
07,2019,OR,Oregon,61.4   ,59.1   ,3.7   
07,2019,PA,Pennsylvania,63.1   ,60.5   ,4.2   
07,2019,RI,Rhode Island,64.4   ,62.1   ,3.5   
07,2019,SC,South Carolina,58.3   ,56.8   ,2.6   
07,2019,SD,South Dakota,69.4   ,67.5   ,2.8   
07,2019,TN,Tennessee,62.0   ,60.0   ,3.2   
07,2019,TX,Texas,64.0   ,61.8   ,3.5   
07,2019,UT,Utah,68.5   ,66.8   ,2.5   
07,2019,VT,Vermont,66.2   ,64.9   ,2.0   
07,2019,VA,Virginia,65.7   ,64.0   ,2.5   
07,2019,WA,Washington,65.8   ,63.1   ,4.1   
07,2019,WV,West Virginia,54.7   ,52.1   ,4.8   
07,2019,WI,Wisconsin,66.8   ,64.6   ,3.3   
07,2019,WY,Wyoming,65.7   ,63.4   ,3.6   
08,2019,AL,Alabama,57.7   ,56.0   ,3.0   
08,2019,AK,Alaska,64.7   ,61.1   ,5.6   
08,2019,AZ,Arizona,62.1   ,59.1   ,4.8   
08,2019,AR,Arkansas,58.0   ,56.0   ,3.5   
08,2019,CA,California,62.4   ,59.9   ,4.0   
08,2019,CO,Colorado,68.7   ,66.9   ,2.5   
08,2019,CT,Connecticut,66.4   ,64.0   ,3.6   
08,2019,DE,Delaware,62.1   ,59.8   ,3.6   
08,2019,DC,District of Columbia,71.2   ,67.5   ,5.3   
08,2019,FL,Florida,59.5   ,57.6   ,3.2   
08,2019,GA,Georgia,63.0   ,60.8   ,3.5   
08,2019,HI,Hawaii,61.0   ,59.5   ,2.4   
08,2019,ID,Idaho,64.4   ,62.5   ,2.9   
08,2019,IL,Illinois,64.5   ,62.1   ,3.7   
08,2019,IN,Indiana,64.5   ,62.4   ,3.2   
08,2019,IA,Iowa,70.2   ,68.3   ,2.7   
08,2019,KS,Kansas,67.2   ,65.1   ,3.1   
08,2019,KY,Kentucky,58.9   ,56.5   ,4.1   
08,2019,LA,Louisiana,58.6   ,55.9   ,4.7   
08,2019,ME,Maine,62.4   ,60.6   ,2.8   
08,2019,MD,Maryland,69.1   ,66.7   ,3.4   
08,2019,MA,Massachusetts,67.2   ,65.2   ,3.0   
08,2019,MI,Michigan,61.9   ,59.4   ,4.1   
08,2019,MN,Minnesota,70.0   ,67.7   ,3.3   
08,2019,MS,Mississippi,56.3   ,53.1   ,5.7   
08,2019,MO,Missouri,63.9   ,61.9   ,3.2   
08,2019,MT,Montana,63.8   ,61.6   ,3.5   
08,2019,NE,Nebraska,70.4   ,68.2   ,3.2   
08,2019,NV,Nevada,64.2   ,61.6   ,4.1   
08,2019,NH,New Hampshire,69.0   ,67.2   ,2.6   
08,2019,NJ,New Jersey,64.0   ,61.8   ,3.4   
08,2019,NM,New Mexico,58.1   ,55.3   ,4.9   
08,2019,NY,New York,60.7   ,58.3   ,3.8   
08,2019,NC,North Carolina,61.6   ,59.2   ,3.9   
08,2019,ND,North Dakota,69.8   ,68.3   ,2.1   
08,2019,OH,Ohio,63.3   ,60.7   ,4.2   
08,2019,OK,Oklahoma,61.2   ,59.3   ,3.2   
08,2019,OR,Oregon,61.4   ,59.2   ,3.6   
08,2019,PA,Pennsylvania,63.2   ,60.5   ,4.3   
08,2019,RI,Rhode Island,64.5   ,62.2   ,3.5   
08,2019,SC,South Carolina,58.2   ,56.8   ,2.5   
08,2019,SD,South Dakota,69.5   ,67.5   ,2.8   
08,2019,TN,Tennessee,61.9   ,59.9   ,3.2   
08,2019,TX,Texas,64.1   ,61.8   ,3.5   
08,2019,UT,Utah,68.5   ,66.8   ,2.5   
08,2019,VT,Vermont,66.2   ,64.9   ,2.0   
08,2019,VA,Virginia,65.7   ,64.0   ,2.5   
08,2019,WA,Washington,65.9   ,63.2   ,4.1   
08,2019,WV,West Virginia,54.9   ,52.1   ,4.9   
08,2019,WI,Wisconsin,66.8   ,64.5   ,3.3   
08,2019,WY,Wyoming,65.8   ,63.3   ,3.7   
09,2019,AL,Alabama,57.7   ,56.0   ,3.0   
09,2019,AK,Alaska,64.7   ,61.1   ,5.5   
09,2019,AZ,Arizona,62.1   ,59.2   ,4.7   
09,2019,AR,Arkansas,58.1   ,56.0   ,3.5   
09,2019,CA,California,62.5   ,60.0   ,4.0   
09,2019,CO,Colorado,68.7   ,67.0   ,2.5   
09,2019,CT,Connecticut,66.5   ,64.1   ,3.6   
09,2019,DE,Delaware,62.0   ,59.8   ,3.6   
09,2019,DC,District of Columbia,71.3   ,67.5   ,5.2   
09,2019,FL,Florida,59.6   ,57.7   ,3.2   
09,2019,GA,Georgia,63.0   ,60.8   ,3.5   
09,2019,HI,Hawaii,61.2   ,59.7   ,2.4   
09,2019,ID,Idaho,64.4   ,62.6   ,2.9   
09,2019,IL,Illinois,64.5   ,62.1   ,3.7   
09,2019,IN,Indiana,64.6   ,62.5   ,3.3   
09,2019,IA,Iowa,70.3   ,68.3   ,2.8   
09,2019,KS,Kansas,67.3   ,65.2   ,3.1   
09,2019,KY,Kentucky,58.9   ,56.5   ,4.1   
09,2019,LA,Louisiana,58.7   ,55.9   ,4.8   
09,2019,ME,Maine,62.5   ,60.6   ,2.9   
09,2019,MD,Maryland,69.1   ,66.9   ,3.3   
09,2019,MA,Massachusetts,67.2   ,65.2   ,3.0   
09,2019,MI,Michigan,61.9   ,59.4   ,4.0   
09,2019,MN,Minnesota,70.0   ,67.7   ,3.3   
09,2019,MS,Mississippi,56.3   ,53.1   ,5.6   
09,2019,MO,Missouri,64.0   ,61.9   ,3.3   
09,2019,MT,Montana,63.9   ,61.6   ,3.5   
09,2019,NE,Nebraska,70.5   ,68.2   ,3.2   
09,2019,NV,Nevada,64.3   ,61.7   ,4.1   
09,2019,NH,New Hampshire,69.0   ,67.3   ,2.6   
09,2019,NJ,New Jersey,64.2   ,61.9   ,3.6   
09,2019,NM,New Mexico,58.1   ,55.3   ,4.9   
09,2019,NY,New York,60.7   ,58.4   ,3.9   
09,2019,NC,North Carolina,61.6   ,59.2   ,3.9   
09,2019,ND,North Dakota,69.8   ,68.3   ,2.1   
09,2019,OH,Ohio,63.4   ,60.7   ,4.2   
09,2019,OK,Oklahoma,61.3   ,59.3   ,3.2   
09,2019,OR,Oregon,61.3   ,59.2   ,3.5   
09,2019,PA,Pennsylvania,63.2   ,60.5   ,4.3   
09,2019,RI,Rhode Island,64.6   ,62.3   ,3.5   
09,2019,SC,South Carolina,58.2   ,56.8   ,2.4   
09,2019,SD,South Dakota,69.5   ,67.6   ,2.8   
09,2019,TN,Tennessee,61.9   ,59.9   ,3.3   
09,2019,TX,Texas,64.1   ,61.8   ,3.5   
09,2019,UT,Utah,68.5   ,66.8   ,2.4   
09,2019,VT,Vermont,66.3   ,64.9   ,2.1   
09,2019,VA,Virginia,65.8   ,64.1   ,2.6   
09,2019,WA,Washington,65.9   ,63.3   ,4.0   
09,2019,WV,West Virginia,54.9   ,52.2   ,5.0   
09,2019,WI,Wisconsin,66.7   ,64.5   ,3.3   
09,2019,WY,Wyoming,65.9   ,63.3   ,3.8   
10,2019,AL,Alabama,57.7   ,56.0   ,3.0   
10,2019,AK,Alaska,64.6   ,61.1   ,5.4   
10,2019,AZ,Arizona,62.1   ,59.2   ,4.7   
10,2019,AR,Arkansas,58.1   ,56.1   ,3.5   
10,2019,CA,California,62.6   ,60.0   ,4.0   
10,2019,CO,Colorado,68.8   ,67.0   ,2.6   
10,2019,CT,Connecticut,66.5   ,64.1   ,3.6   
10,2019,DE,Delaware,61.9   ,59.7   ,3.6   
10,2019,DC,District of Columbia,71.3   ,67.6   ,5.2   
10,2019,FL,Florida,59.6   ,57.8   ,3.1   
10,2019,GA,Georgia,63.1   ,60.9   ,3.4   
10,2019,HI,Hawaii,61.3   ,59.8   ,2.4   
10,2019,ID,Idaho,64.5   ,62.6   ,2.9   
10,2019,IL,Illinois,64.4   ,62.0   ,3.7   
10,2019,IN,Indiana,64.7   ,62.6   ,3.3   
10,2019,IA,Iowa,70.2   ,68.3   ,2.7   
10,2019,KS,Kansas,67.3   ,65.2   ,3.1   
10,2019,KY,Kentucky,58.9   ,56.6   ,4.0   
10,2019,LA,Louisiana,58.8   ,55.9   ,4.8   
10,2019,ME,Maine,62.5   ,60.6   ,3.0   
10,2019,MD,Maryland,69.2   ,67.0   ,3.3   
10,2019,MA,Massachusetts,67.1   ,65.1   ,2.9   
10,2019,MI,Michigan,61.9   ,59.4   ,3.9   
10,2019,MN,Minnesota,70.0   ,67.7   ,3.3   
10,2019,MS,Mississippi,56.3   ,53.1   ,5.6   
10,2019,MO,Missouri,64.1   ,62.0   ,3.4   
10,2019,MT,Montana,63.9   ,61.7   ,3.5   
10,2019,NE,Nebraska,70.5   ,68.3   ,3.2   
10,2019,NV,Nevada,64.4   ,61.7   ,4.1   
10,2019,NH,New Hampshire,69.1   ,67.3   ,2.6   
10,2019,NJ,New Jersey,64.3   ,62.0   ,3.7   
10,2019,NM,New Mexico,58.1   ,55.3   ,4.9   
10,2019,NY,New York,60.9   ,58.5   ,3.9   
10,2019,NC,North Carolina,61.6   ,59.3   ,3.8   
10,2019,ND,North Dakota,69.7   ,68.3   ,2.1   
10,2019,OH,Ohio,63.5   ,60.8   ,4.3   
10,2019,OK,Oklahoma,61.3   ,59.3   ,3.2   
10,2019,OR,Oregon,61.3   ,59.2   ,3.4   
10,2019,PA,Pennsylvania,63.3   ,60.5   ,4.4   
10,2019,RI,Rhode Island,64.7   ,62.4   ,3.4   
10,2019,SC,South Carolina,58.1   ,56.7   ,2.4   
10,2019,SD,South Dakota,69.5   ,67.6   ,2.7   
10,2019,TN,Tennessee,61.9   ,59.8   ,3.3   
10,2019,TX,Texas,64.1   ,61.9   ,3.5   
10,2019,UT,Utah,68.5   ,66.9   ,2.4   
10,2019,VT,Vermont,66.3   ,64.9   ,2.1   
10,2019,VA,Virginia,65.9   ,64.1   ,2.7   
10,2019,WA,Washington,66.1   ,63.5   ,3.9   
10,2019,WV,West Virginia,55.0   ,52.2   ,5.1   
10,2019,WI,Wisconsin,66.7   ,64.5   ,3.3   
10,2019,WY,Wyoming,65.9   ,63.3   ,3.9   
11,2019,AL,Alabama,57.7   ,55.9   ,3.0   
11,2019,AK,Alaska,64.6   ,61.1   ,5.3   
11,2019,AZ,Arizona,62.2   ,59.3   ,4.7   
11,2019,AR,Arkansas,58.1   ,56.1   ,3.5   
11,2019,CA,California,62.7   ,60.1   ,4.1   
11,2019,CO,Colorado,68.8   ,67.0   ,2.7   
11,2019,CT,Connecticut,66.6   ,64.1   ,3.7   
11,2019,DE,Delaware,61.8   ,59.5   ,3.6   
11,2019,DC,District of Columbia,71.5   ,67.7   ,5.2   
11,2019,FL,Florida,59.7   ,57.8   ,3.0   
11,2019,GA,Georgia,63.1   ,61.0   ,3.4   
11,2019,HI,Hawaii,61.4   ,59.9   ,2.3   
11,2019,ID,Idaho,64.4   ,62.6   ,2.8   
11,2019,IL,Illinois,64.3   ,62.0   ,3.6   
11,2019,IN,Indiana,64.7   ,62.6   ,3.3   
11,2019,IA,Iowa,70.2   ,68.3   ,2.7   
11,2019,KS,Kansas,67.4   ,65.3   ,3.1   
11,2019,KY,Kentucky,58.9   ,56.5   ,4.0   
11,2019,LA,Louisiana,58.7   ,55.9   ,4.8   
11,2019,ME,Maine,62.5   ,60.6   ,3.1   
11,2019,MD,Maryland,69.3   ,67.1   ,3.2   
11,2019,MA,Massachusetts,67.0   ,65.1   ,2.9   
11,2019,MI,Michigan,61.8   ,59.5   ,3.8   
11,2019,MN,Minnesota,70.1   ,67.8   ,3.3   
11,2019,MS,Mississippi,56.2   ,53.1   ,5.5   
11,2019,MO,Missouri,64.2   ,62.0   ,3.4   
11,2019,MT,Montana,64.0   ,61.8   ,3.5   
11,2019,NE,Nebraska,70.5   ,68.3   ,3.1   
11,2019,NV,Nevada,64.4   ,61.8   ,4.1   
11,2019,NH,New Hampshire,69.0   ,67.3   ,2.6   
11,2019,NJ,New Jersey,64.5   ,62.0   ,3.8   
11,2019,NM,New Mexico,58.2   ,55.3   ,4.9   
11,2019,NY,New York,61.0   ,58.6   ,3.9   
11,2019,NC,North Carolina,61.6   ,59.3   ,3.8   
11,2019,ND,North Dakota,69.7   ,68.2   ,2.0   
11,2019,OH,Ohio,63.6   ,60.8   ,4.3   
11,2019,OK,Oklahoma,61.2   ,59.3   ,3.1   
11,2019,OR,Oregon,61.2   ,59.2   ,3.4   
11,2019,PA,Pennsylvania,63.3   ,60.5   ,4.4   
11,2019,RI,Rhode Island,64.7   ,62.5   ,3.4   
11,2019,SC,South Carolina,58.1   ,56.7   ,2.5   
11,2019,SD,South Dakota,69.5   ,67.6   ,2.7   
11,2019,TN,Tennessee,61.9   ,59.8   ,3.4   
11,2019,TX,Texas,64.2   ,61.9   ,3.5   
11,2019,UT,Utah,68.5   ,66.9   ,2.4   
11,2019,VT,Vermont,66.3   ,64.9   ,2.1   
11,2019,VA,Virginia,65.9   ,64.1   ,2.8   
11,2019,WA,Washington,66.2   ,63.6   ,3.8   
11,2019,WV,West Virginia,55.0   ,52.2   ,5.1   
11,2019,WI,Wisconsin,66.6   ,64.4   ,3.2   
11,2019,WY,Wyoming,66.0   ,63.3   ,4.0   
12,2019,AL,Alabama,57.6   ,55.8   ,3.1   
12,2019,AK,Alaska,64.6   ,61.1   ,5.3   
12,2019,AZ,Arizona,62.2   ,59.3   ,4.7   
12,2019,AR,Arkansas,58.0   ,56.0   ,3.5   
12,2019,CA,California,62.8   ,60.2   ,4.2   
12,2019,CO,Colorado,68.9   ,66.9   ,2.8   
12,2019,CT,Connecticut,66.5   ,64.1   ,3.7   
12,2019,DE,Delaware,61.6   ,59.4   ,3.6   
12,2019,DC,District of Columbia,71.6   ,67.7   ,5.4   
12,2019,FL,Florida,59.7   ,57.9   ,3.0   
12,2019,GA,Georgia,63.1   ,60.9   ,3.5   
12,2019,HI,Hawaii,61.4   ,60.0   ,2.3   
12,2019,ID,Idaho,64.4   ,62.6   ,2.8   
12,2019,IL,Illinois,64.3   ,61.9   ,3.6   
12,2019,IN,Indiana,64.6   ,62.5   ,3.3   
12,2019,IA,Iowa,70.0   ,68.1   ,2.7   
12,2019,KS,Kansas,67.3   ,65.3   ,3.1   
12,2019,KY,Kentucky,58.8   ,56.4   ,4.0   
12,2019,LA,Louisiana,58.6   ,55.8   ,4.8   
12,2019,ME,Maine,62.4   ,60.5   ,3.1   
12,2019,MD,Maryland,69.3   ,67.1   ,3.2   
12,2019,MA,Massachusetts,66.9   ,64.9   ,2.9   
12,2019,MI,Michigan,61.7   ,59.4   ,3.7   
12,2019,MN,Minnesota,70.1   ,67.8   ,3.4   
12,2019,MS,Mississippi,56.1   ,53.0   ,5.5   
12,2019,MO,Missouri,64.1   ,62.0   ,3.4   
12,2019,MT,Montana,64.0   ,61.7   ,3.5   
12,2019,NE,Nebraska,70.4   ,68.3   ,3.1   
12,2019,NV,Nevada,64.4   ,61.7   ,4.2   
12,2019,NH,New Hampshire,68.9   ,67.1   ,2.6   
12,2019,NJ,New Jersey,64.5   ,62.0   ,3.9   
12,2019,NM,New Mexico,58.2   ,55.2   ,5.0   
12,2019,NY,New York,61.0   ,58.6   ,4.0   
12,2019,NC,North Carolina,61.6   ,59.2   ,3.8   
12,2019,ND,North Dakota,69.5   ,68.1   ,2.0   
12,2019,OH,Ohio,63.7   ,60.9   ,4.3   
12,2019,OK,Oklahoma,61.1   ,59.2   ,3.1   
12,2019,OR,Oregon,61.2   ,59.1   ,3.4   
12,2019,PA,Pennsylvania,63.2   ,60.4   ,4.4   
12,2019,RI,Rhode Island,64.7   ,62.4   ,3.5   
12,2019,SC,South Carolina,58.1   ,56.5   ,2.6   
12,2019,SD,South Dakota,69.4   ,67.6   ,2.6   
12,2019,TN,Tennessee,61.9   ,59.7   ,3.4   
12,2019,TX,Texas,64.2   ,61.9   ,3.5   
12,2019,UT,Utah,68.5   ,66.9   ,2.4   
12,2019,VT,Vermont,66.2   ,64.9   ,2.0   
12,2019,VA,Virginia,65.9   ,64.1   ,2.8   
12,2019,WA,Washington,66.2   ,63.7   ,3.7   
12,2019,WV,West Virginia,55.1   ,52.2   ,5.2   
12,2019,WI,Wisconsin,66.5   ,64.4   ,3.2   
12,2019,WY,Wyoming,66.0   ,63.2   ,4.2   
01,2020,AL,Alabama,57.4   ,55.6   ,3.2   
01,2020,AK,Alaska,64.6   ,61.1   ,5.4   
01,2020,AZ,Arizona,62.1   ,59.2   ,4.8   
01,2020,AR,Arkansas,57.9   ,55.9   ,3.5   
01,2020,CA,California,62.9   ,60.2   ,4.3   
01,2020,CO,Colorado,68.8   ,66.8   ,3.0   
01,2020,CT,Connecticut,66.4   ,63.9   ,3.8   
01,2020,DE,Delaware,61.3   ,59.1   ,3.6   
01,2020,DC,District of Columbia,71.5   ,67.6   ,5.5   
01,2020,FL,Florida,59.5   ,57.8   ,3.0   
01,2020,GA,Georgia,63.1   ,60.8   ,3.5   
01,2020,HI,Hawaii,61.4   ,60.0   ,2.2   
01,2020,ID,Idaho,64.2   ,62.4   ,2.8   
01,2020,IL,Illinois,64.2   ,61.8   ,3.7   
01,2020,IN,Indiana,64.4   ,62.3   ,3.3   
01,2020,IA,Iowa,69.6   ,67.8   ,2.7   
01,2020,KS,Kansas,67.2   ,65.2   ,3.1   
01,2020,KY,Kentucky,58.6   ,56.2   ,4.1   
01,2020,LA,Louisiana,58.3   ,55.6   ,4.8   
01,2020,ME,Maine,62.2   ,60.3   ,3.2   
01,2020,MD,Maryland,69.3   ,67.0   ,3.3   
01,2020,MA,Massachusetts,66.6   ,64.7   ,3.0   
01,2020,MI,Michigan,61.6   ,59.3   ,3.7   
01,2020,MN,Minnesota,70.1   ,67.7   ,3.4   
01,2020,MS,Mississippi,56.0   ,52.9   ,5.6   
01,2020,MO,Missouri,64.0   ,61.9   ,3.4   
01,2020,MT,Montana,63.9   ,61.6   ,3.6   
01,2020,NE,Nebraska,70.3   ,68.1   ,3.0   
01,2020,NV,Nevada,64.3   ,61.6   ,4.2   
01,2020,NH,New Hampshire,68.6   ,66.9   ,2.6   
01,2020,NJ,New Jersey,64.5   ,61.9   ,4.0   
01,2020,NM,New Mexico,58.1   ,55.1   ,5.1   
01,2020,NY,New York,61.0   ,58.5   ,4.1   
01,2020,NC,North Carolina,61.4   ,59.1   ,3.8   
01,2020,ND,North Dakota,69.3   ,67.9   ,2.0   
01,2020,OH,Ohio,63.7   ,60.8   ,4.4   
01,2020,OK,Oklahoma,60.9   ,59.0   ,3.1   
01,2020,OR,Oregon,61.1   ,59.0   ,3.5   
01,2020,PA,Pennsylvania,63.1   ,60.2   ,4.5   
01,2020,RI,Rhode Island,64.5   ,62.2   ,3.6   
01,2020,SC,South Carolina,57.9   ,56.3   ,2.8   
01,2020,SD,South Dakota,69.2   ,67.4   ,2.6   
01,2020,TN,Tennessee,61.7   ,59.6   ,3.5   
01,2020,TX,Texas,64.1   ,61.8   ,3.5   
01,2020,UT,Utah,68.4   ,66.7   ,2.5   
01,2020,VT,Vermont,66.1   ,64.7   ,2.0   
01,2020,VA,Virginia,65.8   ,63.9   ,2.8   
01,2020,WA,Washington,66.0   ,63.5   ,3.7   
01,2020,WV,West Virginia,55.0   ,52.1   ,5.3   
01,2020,WI,Wisconsin,66.3   ,64.2   ,3.1   
01,2020,WY,Wyoming,65.9   ,63.0   ,4.4   
02,2020,AL,Alabama,57.2   ,55.4   ,3.3   
02,2020,AK,Alaska,64.5   ,61.0   ,5.5   
02,2020,AZ,Arizona,62.0   ,59.0   ,4.8   
02,2020,AR,Arkansas,57.8   ,55.7   ,3.6   
02,2020,CA,California,63.0   ,60.2   ,4.4   
02,2020,CO,Colorado,68.7   ,66.6   ,3.2   
02,2020,CT,Connecticut,66.2   ,63.7   ,3.8   
02,2020,DE,Delaware,61.1   ,58.9   ,3.6   
02,2020,DC,District of Columbia,71.4   ,67.3   ,5.7   
02,2020,FL,Florida,59.3   ,57.5   ,3.0   
02,2020,GA,Georgia,63.0   ,60.7   ,3.6   
02,2020,HI,Hawaii,61.3   ,60.0   ,2.2   
02,2020,ID,Idaho,64.1   ,62.2   ,2.8   
02,2020,IL,Illinois,64.2   ,61.7   ,3.9   
02,2020,IN,Indiana,64.2   ,62.0   ,3.4   
02,2020,IA,Iowa,69.2   ,67.4   ,2.7   
02,2020,KS,Kansas,67.0   ,65.0   ,3.1   
02,2020,KY,Kentucky,58.4   ,56.0   ,4.1   
02,2020,LA,Louisiana,58.1   ,55.3   ,4.7   
02,2020,ME,Maine,62.0   ,60.0   ,3.2   
02,2020,MD,Maryland,69.3   ,66.9   ,3.4   
02,2020,MA,Massachusetts,66.2   ,64.3   ,3.0   
02,2020,MI,Michigan,61.3   ,59.0   ,3.7   
02,2020,MN,Minnesota,70.0   ,67.5   ,3.5   
02,2020,MS,Mississippi,55.9   ,52.7   ,5.8   
02,2020,MO,Missouri,63.9   ,61.8   ,3.4   
02,2020,MT,Montana,63.7   ,61.4   ,3.5   
02,2020,NE,Nebraska,70.0   ,67.9   ,3.0   
02,2020,NV,Nevada,64.2   ,61.4   ,4.4   
02,2020,NH,New Hampshire,68.3   ,66.5   ,2.6   
02,2020,NJ,New Jersey,64.4   ,61.7   ,4.1   
02,2020,NM,New Mexico,58.0   ,54.9   ,5.3   
02,2020,NY,New York,60.9   ,58.4   ,4.1   
02,2020,NC,North Carolina,61.3   ,59.0   ,3.8   
02,2020,ND,North Dakota,69.1   ,67.6   ,2.2   
02,2020,OH,Ohio,63.5   ,60.6   ,4.6   
02,2020,OK,Oklahoma,60.8   ,58.8   ,3.2   
02,2020,OR,Oregon,61.0   ,58.8   ,3.6   
02,2020,PA,Pennsylvania,62.9   ,60.0   ,4.7   
02,2020,RI,Rhode Island,64.2   ,61.9   ,3.7   
02,2020,SC,South Carolina,57.7   ,56.1   ,2.9   
02,2020,SD,South Dakota,69.0   ,67.2   ,2.5   
02,2020,TN,Tennessee,61.4   ,59.3   ,3.5   
02,2020,TX,Texas,63.9   ,61.6   ,3.6   
02,2020,UT,Utah,68.2   ,66.5   ,2.5   
02,2020,VT,Vermont,65.9   ,64.5   ,2.1   
02,2020,VA,Virginia,65.7   ,63.8   ,2.9   
02,2020,WA,Washington,65.6   ,63.1   ,3.8   
02,2020,WV,West Virginia,54.9   ,52.0   ,5.3   
02,2020,WI,Wisconsin,66.1   ,64.1   ,3.1   
02,2020,WY,Wyoming,65.8   ,62.8   ,4.6   
03,2020,AL,Alabama,57.0   ,55.1   ,3.4   
03,2020,AK,Alaska,64.5   ,60.9   ,5.5   
03,2020,AZ,Arizona,61.8   ,58.8   ,4.9   
03,2020,AR,Arkansas,58.5   ,55.6   ,4.9   
03,2020,CA,California,62.0   ,58.6   ,5.5   
03,2020,CO,Colorado,68.6   ,66.3   ,3.3   
03,2020,CT,Connecticut,66.0   ,63.4   ,3.9   
03,2020,DE,Delaware,61.7   ,58.6   ,5.0   
03,2020,DC,District of Columbia,71.4   ,67.3   ,5.8   
03,2020,FL,Florida,58.3   ,55.9   ,4.1   
03,2020,GA,Georgia,62.8   ,60.5   ,3.7   
03,2020,HI,Hawaii,61.2   ,59.9   ,2.1   
03,2020,ID,Idaho,63.8   ,62.0   ,2.7   
03,2020,IL,Illinois,63.7   ,60.4   ,5.1   
03,2020,IN,Indiana,62.6   ,60.4   ,3.5   
03,2020,IA,Iowa,68.8   ,66.9   ,2.6   
03,2020,KS,Kansas,66.8   ,64.8   ,3.1   
03,2020,KY,Kentucky,58.1   ,55.7   ,4.2   
03,2020,LA,Louisiana,59.2   ,55.2   ,6.7   
03,2020,ME,Maine,61.7   ,59.7   ,3.2   
03,2020,MD,Maryland,69.2   ,66.8   ,3.4   
03,2020,MA,Massachusetts,65.7   ,63.8   ,3.0   
03,2020,MI,Michigan,60.9   ,58.7   ,3.7   
03,2020,MN,Minnesota,69.8   ,67.3   ,3.6   
03,2020,MS,Mississippi,55.8   ,52.5   ,5.9   
03,2020,MO,Missouri,63.9   ,61.6   ,3.5   
03,2020,MT,Montana,63.4   ,61.2   ,3.5   
03,2020,NE,Nebraska,70.4   ,67.3   ,4.4   
03,2020,NV,Nevada,63.2   ,58.6   ,7.3   
03,2020,NH,New Hampshire,67.9   ,66.2   ,2.6   
03,2020,NJ,New Jersey,64.1   ,61.5   ,4.1   
03,2020,NM,New Mexico,57.2   ,53.9   ,5.9   
03,2020,NY,New York,60.7   ,58.1   ,4.2   
03,2020,NC,North Carolina,58.5   ,56.2   ,4.0   
03,2020,ND,North Dakota,69.1   ,67.4   ,2.4   
03,2020,OH,Ohio,62.6   ,59.6   ,4.8   
03,2020,OK,Oklahoma,60.6   ,58.7   ,3.2   
03,2020,OR,Oregon,60.9   ,58.6   ,3.7   
03,2020,PA,Pennsylvania,62.8   ,59.7   ,4.9   
03,2020,RI,Rhode Island,63.8   ,61.5   ,3.7   
03,2020,SC,South Carolina,57.5   ,55.8   ,3.1   
03,2020,SD,South Dakota,68.7   ,67.1   ,2.4   
03,2020,TN,Tennessee,61.1   ,59.0   ,3.5   
