"","STATE","YEAR","MONTH","coal_gen","hydro_gen","gas_gen","other_gen","petro_gen","solar_gen","biomass_gen","wind_gen","nuclear_gen","other_gas_gen","pump_gen"
"1095","IN",2019,3,5601387,22988,2616727,23982,14956,28628,41486,648800,0,148532,0
"1096","IN",2019,4,5199492,20045,2056187,27402,7193,30027,38771,712008,0,134927,0
"1097","IN",2019,5,4705753,21144,2241923,30436,10610,30943,41022,498258,0,161355,0
"1098","IN",2019,6,4130506,19675,2449414,33380,18783,34925,38362,427231,0,162020,0
"1099","IN",2019,7,6652429,21503,2897804,32651,9205,43437,38466,259832,0,182772,0
"1100","IN",2019,8,4995251,21614,3021003,36811,7999,40243,37672,231964,0,189015,0
"1101","IN",2019,9,4621575,20418,2795526,24888,10421,29125,35596,345690,0,178777,0
"1102","IN",2019,10,4008564,21925,2798820,3824,11308,24363,37049,562405,0,183058,0
"1103","IN",2019,11,5390636,22762,2883980,32062,8988,14517,36682,544698,0,164804,0
"1104","IN",2019,12,3968909,22000,3054020,35668,6691,13253,39558,728535,0,188113,0
"1105","IN",2020,1,3654854,21411,3047095,35621,12052,12289,39458,631630,0,224921,0
"1106","IN",2020,2,3415498,20735,2761402,32326,7887,16571,35870,596096,0,202162,0
"1107","IN",2020,3,3364841,22420,2589132,34494,9720,26679,40576,650554,0,217170,0
"1108","IN",2020,4,2874108,22542,2499573,37323,4355,31134,38376,633286,0,161414,0
"1109","IN",2020,5,2609025,24995,2586374,42074,7536,37304,38438,504754,0,164870,0
"1110","IN",2020,6,3905858,22017,3018656,36978,10447,47534,35813,366454,0,171047,0
"1111","IN",2020,7,5374983,23673,3268385,42188,14802,45249,35617,194127,0,162430,0
"1112","IN",2020,8,5513154,21117,2845443,46488,10986,42309,34268,162224,0,190483,0
"1113","IN",2020,9,4306332,22575,2284808,43737,4181,34802,34904,356851,0,200964,0
"1114","IN",2020,10,3915437,22297,2384822,47812,11418,30428,37730,580640,0,206644,0
"1115","IN",2020,11,4202411,22135,1934524,45563,13522,19221,36015,800458,0,182469,0
"1116","IN",2020,12,4636385,24822,2748297,52950,6565,15231,40439,810474,0,155376,0
"1117","IN",2021,1,5153197,38121,2747156,43195,10673,12731,40626,679938,0,206190,0
"1118","IN",2021,2,6175476,30248,2444950,35226,24647,21872,34732,746204,0,171247,0
"1119","IN",2021,3,3502110,33446,2034650,41711,7020,47779,37965,917502,0,229099,0
"1120","IN",2021,4,3243559,34518,1837068,38542,10952,56317,36188,712202,0,169721,0
"1121","IN",2021,5,4132666,32382,1755133,49126,8739,64862,37826,558356,0,195815,0
"1122","IN",2021,6,5497329,31519,2292629,42087,12149,65784,34806,579903,0,205170,0
"1123","IN",2021,7,6302730,30909,2444945,38315,10634,59387,36603,295117,0,226282,0
"1124","IN",2021,8,6617929,33283,2754567,42767,13603,58940,34569,296702,0,185222,0
"1125","IN",2021,9,4596811,28521,1960407,38626,5788,66457,34848,699323,0,161499,0
"1126","IN",2021,10,3359402,30729,2346547,37855,4726,38419,33457,615241,0,169032,0
"1127","IN",2021,11,2346880,30100,2501553,40861,3870,28329,30664,833146,0,181862,0
"1128","IN",2021,12,3519854,33254,2479948,41048,15011,51879,36711,923352,0,153226,0
"1129","IN",2022,1,4838178,31241,2989858,38292,13456,46103,36038,983012,0,171658,0
"1130","IN",2022,2,4566869,25793,2533809,35938,7851,62322,34031,1069692,0,144504,0
"1131","IN",2022,3,3782603,32433,2298843,39028,8939,85569,37466,1076069,0,182871,0
"1132","IN",2022,4,3886837,31656,2470524,35570,10286,87446,34663,1049585,0,169009,0
"1133","IN",2022,5,4518254,34408,2539175,37516,7056,117522,34831,888262,0,196547,0
"1134","IN",2022,6,4758751,34646,2797512,39243,8995,148569,31763,528897,0,206586,0
"1135","IN",2022,7,4762895,27422,2979539,42559,16378,129776,30258,444640,0,213781,0
"1136","IN",2022,8,5130946,30819,2850420,43899,7609,121577,29627,384738,0,178300,0
"1137","IN",2022,9,3520126,30243,2352950,44319,5852,101655,31200,467461,0,179240,0
"1138","IN",2022,10,2746209,25229,2828265,36284,6032,92445,30063,975709,0,159384,0
"1139","IN",2022,11,3907538,33826,2530314,40535,9582,57173,30350,1095496,0,174592,0
"1140","IN",2022,12,4964909,33112,2949690,34142,11768,32124,25624,1021644,0,168065,0
"1141","IN",2023,1,3811470,40360,2991911,35873,9938,44453,32173,963745,0,222029,0
"1142","IN",2023,2,3314003,32172,2784844,34261,5639,83583,28727,1044562,0,205866,0
"1143","IN",2023,3,3091497,36163,2900821,32110,11550,108406,31644,1173417,0,161063,0
"1144","IN",2023,4,2634115,28908,2306153,37875,3705,128867,28829,993478,0,101169,0
"1145","IN",2023,5,2586282,30386,2650197,43421,4763,165446,32509,708133,0,111039,0
"1146","IN",2023,6,3457282,19084,3490349,42564,14325,238318,30714,563598,0,120155,0
"1147","IN",2023,7,3987271,31561,3769296,45087,7950,274334,31836,387510,0,154880,0
"1148","IN",2023,8,4637311,32956,3196643,43489,9081,260251,32325,505110,0,234342,0
"1149","IN",2023,9,3440865,29581,2800650,35275,6273,211237,30056,452664,0,167941,0
"1150","IN",2023,10,3320896,37919,2598663,47025,11087,158705,31877,835459,0,198767,0
"1151","IN",2023,11,3151708,29174,2756546,43608,4299,135764,30641,1002090,0,227139,0
"1152","IN",2023,12,3546101,33570,2954175,41021,9992,70598,33666,856948,0,209174,0
"1153","KS",2018,1,2036094,1747,181617,421,5569,392,4500,1760910,912386,0,0
"1154","KS",2018,2,1673348,2250,180546,420,3597,453,4417,1548885,822973,0,0
"1155","KS",2018,3,1172871,1420,241709,416,5975,747,5306,1942967,875324,0,0
"1156","KS",2018,4,1338028,1200,275765,418,3113,883,4833,1821887,-7752,0,0
"1157","KS",2018,5,1701839,2579,460566,415,3946,923,6002,1450364,351294,0,0
"1158","KS",2018,6,1418234,1943,368762,416,6118,903,5636,1872021,865039,0,0
"1159","KS",2018,7,2460429,2722,329041,419,5171,913,6101,914385,885908,0,0
"1160","KS",2018,8,2065951,1910,233448,418,5473,814,6036,1372416,887951,0,0
"1161","KS",2018,9,1558281,2883,192327,417,2083,669,5135,1559773,870926,0,0
"1162","KS",2018,10,1471119,3065,206116,418,4120,497,5023,1401821,908933,0,0
"1163","KS",2018,11,1524272,2512,184422,417,3547,334,5434,1467039,884279,0,0
"1164","KS",2018,12,2053517,2189,151395,415,3302,199,5127,1795033,911028,0,0
"1165","KS",2019,1,1666199,2578,185474,416,7653,296,6061,1597169,911787,0,0
"1166","KS",2019,2,2021070,2113,165343,417,3468,216,4535,1415532,823970,0,0
"1167","KS",2019,3,1191003,1818,161884,416,4740,876,4804,1870295,911644,0,0
"1168","KS",2019,4,613240,3044,146661,417,5540,1089,4773,1951503,881581,0,0
"1169","KS",2019,5,1108114,903,331293,418,8972,1414,4892,1565786,906465,0,0
"1170","KS",2019,6,1434876,310,319962,417,5962,1690,5499,1472901,870229,0,0
"1171","KS",2019,7,1919873,36,359944,416,5245,1651,5215,1651658,890153,0,0
"1172","KS",2019,8,1775724,1098,383857,415,5650,1457,5994,1338938,893065,0,0
"1173","KS",2019,9,1593921,1650,285406,416,9101,953,5379,2205027,570296,0,0
"1174","KS",2019,10,1130407,2671,306225,415,7690,789,5491,2086550,-7683,0,0
"1175","KS",2019,11,1485535,1452,174928,416,6106,480,5233,2006578,683874,0,0
"1176","KS",2019,12,1374640,2800,203487,417,8014,413,4848,1961601,912353,0,0
"1177","KS",2020,1,1355572,3552,204540,418,7681,650,4780,1876020,911525,0,0
"1178","KS",2020,2,1178071,3495,230296,417,8795,1368,4901,1921294,791946,0,0
"1179","KS",2020,3,835995,2820,310253,416,8311,1537,5226,1959047,911466,0,0
"1180","KS",2020,4,823305,2578,170100,412,6807,6772,5446,2056777,882418,0,0
"1181","KS",2020,5,1061254,2657,99955,411,7172,7593,5600,1886745,906774,0,0
"1182","KS",2020,6,1668134,3262,227170,412,4718,8093,5435,2574166,867876,0,0
"1183","KS",2020,7,2217038,3605,343082,413,2519,7811,5730,1592453,889607,0,0
"1184","KS",2020,8,2268836,2236,255660,414,4420,7442,6061,1710200,892895,0,0
"1185","KS",2020,9,1639590,1893,146117,415,3708,5607,5110,1816617,871477,0,0
"1186","KS",2020,10,1110058,1879,392283,414,7605,4353,5319,2049736,908720,0,0
"1187","KS",2020,11,1189522,1579,184057,415,9599,3461,5161,2412103,840655,0,0
"1188","KS",2020,12,1612464,2846,238651,414,3523,2989,4928,2108584,907123,0,0
"1189","KS",2021,1,1465965,2257,188899,413,9934,2818,4860,2151970,911616,0,0
"1190","KS",2021,2,1791444,1837,209651,412,44834,3302,4000,1419839,823212,0,0
"1191","KS",2021,3,1372693,2336,266322,413,12608,3808,4578,2645152,676419,0,0
"1192","KS",2021,4,1179976,3594,281443,414,8147,5753,4904,2513211,0,0,0
"1193","KS",2021,5,1442796,3286,131389,415,9258,5947,5022,2274223,428191,0,0
"1194","KS",2021,6,2208014,2560,239949,414,10234,7946,5237,1695079,646808,0,0
"1195","KS",2021,7,2583325,4198,273236,415,6949,7940,4718,1543330,893228,0,0
"1196","KS",2021,8,2009311,1955,290596,416,7427,7551,5471,2181816,778463,0,0
"1197","KS",2021,9,1516417,2539,202967,417,8766,5976,5332,2242643,870455,0,0
"1198","KS",2021,10,1105949,1411,180838,416,8822,4153,4489,2107373,853713,0,0
"1199","KS",2021,11,1169572,1368,180749,417,9321,3158,5202,2209853,855977,0,0
"1200","KS",2021,12,1550707,2606,216171,416,12900,2708,4902,2709205,836650,0,0
"1201","KS",2022,1,1735342,2280,230950,415,-21919,3530,5189,2647377,913572,0,0
"1202","KS",2022,2,1466017,1878,240293,414,-24178,4941,4747,2691182,801347,0,0
"1203","KS",2022,3,1170366,1929,238673,0,-19288,5384,5047,3051213,857428,0,0
"1204","KS",2022,4,738552,1178,154913,0,-12488,4944,4686,3088858,825608,0,0
"1205","KS",2022,5,1450437,3552,251691,0,-24905,6806,5842,2761203,899673,0,0
"1206","KS",2022,6,2165755,3612,296619,0,-18116,9312,5368,2290316,867172,0,0
"1207","KS",2022,7,2751162,3926,433831,0,-12199,10114,5235,1910855,763282,0,0
"1208","KS",2022,8,2585734,1500,382685,0,-11082,9674,5523,1758217,890127,0,0
"1209","KS",2022,9,2070902,1077,250564,0,-14613,8130,5193,2222439,869681,0,0
"1210","KS",2022,10,1540857,1092,315885,0,-21721,6220,4571,2002526,135914,0,0
"1211","KS",2022,11,820781,995,326279,0,-21375,2567,4817,2840554,251685,0,0
"1212","KS",2022,12,1733456,649,240174,0,-21665,2768,4618,2422739,906470,0,0
"1213","KS",2023,1,1742210,996,233293,0,7010,4154,5421,2378179,894771,0,0
"1214","KS",2023,2,1090506,1075,236530,0,5984,4626,4876,2490915,761173,0,0
"1215","KS",2023,3,1288578,1555,287087,0,5435,5682,5303,2834434,880582,0,0
"1216","KS",2023,4,454013,1418,268050,0,2280,6590,4631,2839339,788669,0,0
"1217","KS",2023,5,876435,2349,435516,212,1903,8358,5319,2015899,905314,0,0
"1218","KS",2023,6,1649102,1673,559305,414,4369,8807,5062,1590222,861249,0,0
"1219","KS",2023,7,2090216,1156,656789,415,3602,10065,5245,1727640,870310,0,0
"1220","KS",2023,8,2305685,703,837188,416,3747,10047,5388,1757708,879987,0,0
"1221","KS",2023,9,1368198,703,494008,414,3974,7965,5022,1965350,871036,0,0
"1222","KS",2023,10,1119847,725,403767,416,3402,6054,5010,2688269,790904,0,0
"1223","KS",2023,11,1138820,496,324175,415,5690,4801,5164,2395336,884446,0,0
"1224","KS",2023,12,1167075,592,258856,416,6860,3938,5527,2778825,913424,0,0
"1225","KY",2018,1,5584142,411478,1644836,3533,6914,2134,8528,0,0,0,0
"1226","KY",2018,2,3956827,354514,998407,2534,6501,1920,8020,0,0,0,0
"1227","KY",2018,3,3613434,335231,1216891,6324,6283,3452,8695,0,0,0,0
"1228","KY",2018,4,3680731,370303,873956,5301,3264,4097,8284,0,0,0,0
"1229","KY",2018,5,4704624,479548,1195327,850,5879,4586,8316,0,0,0,0
"1230","KY",2018,6,5672228,463127,1111155,7084,5049,4527,8374,0,0,0,0
"1231","KY",2018,7,5869735,405459,1455223,6822,5752,4478,8626,0,0,0,0
"1232","KY",2018,8,6059318,377956,1460650,7930,3465,4069,8698,0,0,0,0
"1233","KY",2018,9,5145214,280304,1502484,6745,8143,3211,8041,0,0,0,0
"1234","KY",2018,10,4709153,310228,1251446,2584,5457,3306,8894,0,0,0,0
"1235","KY",2018,11,4874073,318198,1043538,7700,6963,1939,8559,0,0,0,0
"1236","KY",2018,12,5298664,311487,861084,6135,6323,1717,8532,0,0,0,0
"1237","KY",2019,1,5497838,336368,1251659,4294,7224,2075,8178,0,0,0,0
"1238","KY",2019,2,4353253,275162,899981,1480,6038,2090,7687,0,0,0,0
"1239","KY",2019,3,4252596,302721,1340404,0,4867,3856,8430,0,0,0,0
"1240","KY",2019,4,2856832,382752,969209,3434,-625,4504,7785,0,0,0,0
"1241","KY",2019,5,4038090,442151,1158358,6142,7103,5024,7747,0,0,0,0
"1242","KY",2019,6,4734952,379598,1167840,1645,4640,4750,8198,0,0,0,0
"1243","KY",2019,7,5116173,398050,1576989,3475,4110,5101,8257,0,0,0,0
"1244","KY",2019,8,5150427,413013,1433252,6280,4163,4853,8366,0,0,0,0
"1245","KY",2019,9,5031721,292276,1515933,6422,5127,4726,7782,0,0,0,0
"1246","KY",2019,10,3373129,296600,1557784,2545,5375,3225,7940,0,0,0,0
"1247","KY",2019,11,3157964,384333,1244173,4157,-7828,2888,8513,0,0,0,0
"1248","KY",2019,12,4151456,328518,1225885,7526,10166,1905,9057,0,0,0,0
"1249","KY",2020,1,4107149,370062,1308293,5026,6415,2132,10048,0,0,0,0
"1250","KY",2020,2,3774564,343702,1003573,9321,3852,2341,9096,0,0,0,0
"1251","KY",2020,3,3243957,325664,491040,1894,3466,3179,10159,0,0,0,0
"1252","KY",2020,4,2270002,330240,963639,1564,3167,4360,9741,0,0,0,0
"1253","KY",2020,5,2693921,479846,1351827,6226,2298,4819,9991,0,0,0,0
"1254","KY",2020,6,4022817,506569,1466742,5427,7993,4769,9017,0,0,0,0
"1255","KY",2020,7,5030814,525045,1884700,5230,6944,4746,9621,0,0,0,0
"1256","KY",2020,8,4793497,451787,1484530,6782,4887,4435,9743,0,0,0,0
"1257","KY",2020,9,3645613,401825,764249,5632,3501,3714,9127,0,0,0,0
"1258","KY",2020,10,2718601,392985,1224687,5913,-540,3249,9193,0,0,0,0
"1259","KY",2020,11,2997092,437620,1107616,4889,6775,2870,9003,0,0,0,0
"1260","KY",2020,12,4340285,440146,1332777,6264,8457,2217,9725,0,0,0,0
"1261","KY",2021,1,4566598,461937,1290861,7451,4486,2290,10221,0,0,0,0
"1262","KY",2021,2,4868581,403416,1094402,6151,6796,2155,8731,0,0,0,0
"1263","KY",2021,3,3496980,295534,1223529,8441,3424,4002,10126,0,0,0,0
"1264","KY",2021,4,3772895,344851,782562,8160,4309,4901,9578,0,0,0,0
"1265","KY",2021,5,4037373,414473,1153485,249,8372,5193,9900,0,0,0,0
"1266","KY",2021,6,4745094,465688,1372156,2678,7017,4772,9547,0,0,0,0
"1267","KY",2021,7,5231604,417991,1435972,3947,5383,4874,9744,0,0,0,0
"1268","KY",2021,8,5348635,422663,1407832,10446,5080,4624,9652,0,0,0,0
"1269","KY",2021,9,4077608,371325,1085786,7934,5856,4226,9219,0,0,0,0
"1270","KY",2021,10,3073256,377500,1224037,6268,2268,3553,9237,0,0,0,0
"1271","KY",2021,11,3582518,405512,1123098,4324,5046,3294,9130,0,0,0,0
"1272","KY",2021,12,3061585,495568,1378261,4383,8052,2105,10088,0,0,0,0
"1273","KY",2022,1,4530626,424339,1979291,3395,7853,2256,9177,0,0,0,0
"1274","KY",2022,2,3772983,359565,1250925,4404,6564,2736,8244,0,0,0,0
"1275","KY",2022,3,3714159,332693,782117,7004,21062,3852,9409,0,0,0,0
"1276","KY",2022,4,3917118,339873,940332,1276,4403,4182,8804,0,0,0,0
"1277","KY",2022,5,3970721,385906,1216268,2333,10687,4675,8888,0,0,0,0
"1278","KY",2022,6,4083554,454545,1814755,4199,8121,5163,8750,0,0,0,0
"1279","KY",2022,7,4395819,443228,1978987,5954,-4312,4442,9114,0,0,0,0
"1280","KY",2022,8,4272005,413931,1667112,5078,7106,3919,8918,0,0,0,0
"1281","KY",2022,9,3576216,339053,1247074,6614,5637,4230,8170,0,0,0,0
"1282","KY",2022,10,2984511,282156,1116247,5396,-2661,3881,8672,0,0,0,0
"1283","KY",2022,11,3497443,338812,1375231,3837,6246,2414,8262,0,0,0,0
"1284","KY",2022,12,4338172,415729,1549289,4683,27246,5102,8615,0,0,0,0
"1285","KY",2023,1,3847846,481382,1156982,7277,5116,5977,9086,0,0,0,0
"1286","KY",2023,2,3031712,379393,1096289,5849,2963,8714,8072,0,0,0,0
"1287","KY",2023,3,3345575,389447,1142622,2658,6070,13101,8900,0,0,0,0
"1288","KY",2023,4,3350309,338105,526683,3986,8142,16211,7726,0,0,0,0
"1289","KY",2023,5,3206868,386759,1364353,8914,4743,17347,9038,0,0,0,0
"1290","KY",2023,6,3558459,288794,1287197,9522,5789,16901,8429,0,0,0,0
"1291","KY",2023,7,4661694,430081,1706074,10512,3851,14748,8746,0,0,0,0
"1292","KY",2023,8,4457370,465070,1497773,10945,5726,15870,8842,0,0,0,0
"1293","KY",2023,9,3592758,375654,1269328,10571,2825,19793,8216,0,0,0,0
"1294","KY",2023,10,3081742,378696,1190168,7732,2945,11457,8435,0,0,0,0
"1295","KY",2023,11,3371421,357456,1156068,5248,7564,9608,8076,0,0,0,0
"1296","KY",2023,12,3915443,406343,1244320,7909,32523,6468,9360,0,0,0,0
"1297","LA",2018,1,1291851,106969,5441359,45415,455783,114,6480,0,1011616,230494,0
"1298","LA",2018,2,796826,106002,4391240,48905,350190,106,6810,0,1152477,215203,0
"1299","LA",2018,3,506816,107731,4166387,58258,347673,145,7046,0,1401819,228004,0
"1300","LA",2018,4,343618,113692,4615497,56600,358435,142,5754,0,1555557,180846,0
"1301","LA",2018,5,883788,127348,5487582,68100,204021,144,6720,0,1575394,191039,0
"1302","LA",2018,6,1342740,116000,5724718,71566,420223,162,5473,0,1512572,183723,0
"1303","LA",2018,7,1529697,98915,6358124,62921,416991,157,4106,0,1439800,198832,0
"1304","LA",2018,8,1352931,85769,6020508,58554,413320,151,6937,0,1495995,295064,0
"1305","LA",2018,9,1099927,73340,5635641,40438,378029,115,6176,0,1505218,230594,0
"1306","LA",2018,10,708152,72402,5531526,44460,225916,98,7564,0,1571232,220236,0
"1307","LA",2018,11,980777,84490,4172838,40005,389576,103,7964,0,1340384,215930,0
"1308","LA",2018,12,949601,87197,4236354,47905,417640,80,7757,0,1590518,207993,0
"1309","LA",2019,1,715339,126820,5517064,50385,380344,87,8084,0,675644,133721,0
"1310","LA",2019,2,702439,205704,4617065,44910,354123,86,6254,0,470511,142273,0
"1311","LA",2019,3,605242,77917,5013128,37765,298145,107,5049,0,800056,182827,0
"1312","LA",2019,4,391337,149457,5793560,33152,183721,154,5772,0,845422,131245,0
"1313","LA",2019,5,766968,174085,6162048,38936,347429,145,6244,0,756731,171985,0
"1314","LA",2019,6,692124,105562,6681959,39889,275781,169,7283,0,1298525,135088,0
"1315","LA",2019,7,772165,168640,6971492,38077,338859,177,6815,0,1585502,166762,0
"1316","LA",2019,8,727209,75632,7102698,65647,349197,167,7856,0,1386298,156988,0
"1317","LA",2019,9,908054,80203,6222181,70890,313772,124,7762,0,1543548,178551,0
"1318","LA",2019,10,508493,75346,5721143,54988,76414,111,6460,0,1449816,144877,0
"1319","LA",2019,11,320774,69641,4818047,53088,132737,86,7813,0,1555714,153924,0
"1320","LA",2019,12,308671,56659,4902570,45203,138012,94,8000,0,1613568,176776,0
"1321","LA",2020,1,166009,61819,5484348,56728,251716,203,8014,0,1587674,186311,0
"1322","LA",2020,2,135138,130122,5492829,44598,137932,241,7222,0,1497420,152711,0
"1323","LA",2020,3,205395,120233,5810849,49077,376739,254,5858,0,1607042,123149,0
"1324","LA",2020,4,227718,146931,5344069,50361,344813,328,6579,0,1525250,101793,0
"1325","LA",2020,5,328082,160377,5637273,60322,272824,429,4767,0,1602070,137392,0
"1326","LA",2020,6,583550,72017,6286901,53478,381913,461,3011,0,1530985,160957,0
"1327","LA",2020,7,582967,99974,7271389,49032,387597,492,1811,0,1543878,161362,0
"1328","LA",2020,8,633860,78521,6580157,52370,346365,439,0,0,1460052,159919,0
"1329","LA",2020,9,398811,102937,5560263,25662,153888,10483,0,0,1282764,124813,0
"1330","LA",2020,10,164405,100633,5988151,41195,39416,10627,3848,0,709063,133043,0
"1331","LA",2020,11,118184,62234,5570045,61696,336609,8523,7789,0,1122007,138564,0
"1332","LA",2020,12,374305,67945,5755274,60782,398920,6880,7818,0,1481382,151354,0
"1333","LA",2021,1,305843,104466,5021229,48445,421273,9704,7590,0,1599555,150745,0
"1334","LA",2021,2,752877,55061,4774825,38702,340019,8213,6479,0,1258286,145449,0
"1335","LA",2021,3,294778,92752,4698807,48133,368793,11865,7712,0,1029555,102439,0
"1336","LA",2021,4,557007,84112,4723041,33180,142413,14204,6192,0,1281537,121408,0
"1337","LA",2021,5,393075,177991,5274117,38383,259270,15107,6963,0,1570515,148056,0
"1338","LA",2021,6,577579,132866,6179258,53103,161456,15854,5595,0,1544307,135065,0
"1339","LA",2021,7,965542,131022,6640524,54899,391262,12133,6900,0,1591418,160913,0
"1340","LA",2021,8,1312284,87628,6401287,42915,445879,15437,7884,0,1482373,164537,0
"1341","LA",2021,9,1062431,59874,4209421,47691,333145,13716,7321,0,1173626,157784,0
"1342","LA",2021,10,930998,64813,5598649,48987,374265,12468,6895,0,1596974,163525,0
"1343","LA",2021,11,510588,56626,5115712,44087,364845,10496,7103,0,1516366,147819,0
"1344","LA",2021,12,209951,61967,5324303,51706,293093,7195,6987,0,1604162,193191,0
"1345","LA",2022,1,739277,43485,6143457,69110,265077,10515,7570,0,1608751,177956,0
"1346","LA",2022,2,721106,53970,5108322,64057,332414,12411,7368,0,1445726,150230,0
"1347","LA",2022,3,467603,68062,4904148,67060,170153,15120,7557,0,1600491,144063,0
"1348","LA",2022,4,764016,141188,5522740,47522,209677,15534,5906,0,726420,131155,0
"1349","LA",2022,5,967846,108686,6536553,63219,290815,18134,7623,0,713570,136117,0
"1350","LA",2022,6,859444,107736,7180885,71839,283184,17564,5122,0,826106,149914,0
"1351","LA",2022,7,840614,65974,7899464,63932,155146,16302,3934,0,1568696,189641,0
"1352","LA",2022,8,853876,57996,7043323,51518,200423,13733,6621,0,1573755,179894,0
"1353","LA",2022,9,655096,64187,5694871,49965,262141,26533,6987,0,1528077,157422,0
"1354","LA",2022,10,360577,48857,5308554,55500,209064,24358,5339,0,1581887,158424,0
"1355","LA",2022,11,381312,59294,5180232,55349,323691,14728,7821,0,1504785,154375,0
"1356","LA",2022,12,562096,96629,5752457,56101,404848,11241,7938,0,1486457,152340,0
"1357","LA",2023,1,386208,93977,4821876,21584,32553,13577,7305,0,1390660,148478,0
"1358","LA",2023,2,114253,77906,5328794,23464,74059,18480,6580,0,949171,130212,0
"1359","LA",2023,3,47822,85933,5635569,18799,74205,22496,7161,0,719577,162385,0
"1360","LA",2023,4,135641,71131,5147466,8902,60564,25350,6252,0,844051,137457,0
"1361","LA",2023,5,298848,77437,6342809,31661,960,30588,7183,0,868156,169164,0
"1362","LA",2023,6,422189,63451,7042891,19895,89748,31861,6844,0,1109055,171768,0
"1363","LA",2023,7,704741,78690,7382631,10088,195460,33741,7083,0,1573412,164513,0
"1364","LA",2023,8,760310,81304,7752431,20999,219993,29738,7303,0,1568097,168502,0
"1365","LA",2023,9,410168,73343,6436846,20809,232189,27312,6808,0,1529129,159040,0
"1366","LA",2023,10,229402,78563,5912065,23818,49805,24831,6729,0,815705,147245,0
"1367","LA",2023,11,535488,73749,6460402,19222,246,16729,7017,0,215622,146814,0
"1368","LA",2023,12,788557,83049,5948710,18892,1348,16096,7466,0,628822,161141,0
"1369","MA",2018,1,0,98243,1535234,66786,393247,46386,83687,25699,393142,0,-24140
"1370","MA",2018,2,0,105196,1500529,68219,905,50923,84948,17971,455535,0,-41341
"1371","MA",2018,3,0,116449,1642847,70752,10643,82476,88518,27462,82968,0,-30780
"1372","MA",2018,4,0,139276,1015844,65270,14138,92263,81775,23742,114483,0,-30959
"1373","MA",2018,5,0,113740,1012995,75158,1321,116133,94205,14543,443221,0,-40654
"1374","MA",2018,6,0,52459,1268431,72260,2170,114141,91169,13989,436915,0,-36391
"1375","MA",2018,7,0,45385,2419154,71304,8938,134124,89958,11660,491071,0,-52447
"1376","MA",2018,8,0,62465,2704502,70709,10735,109897,89336,11498,390998,0,-50524
"1377","MA",2018,9,0,59796,1714620,67870,3896,69248,85639,11946,308016,0,-38262
"1378","MA",2018,10,0,88646,1379844,70292,6383,66671,88573,21677,372125,0,-45155
"1379","MA",2018,11,0,121431,1030825,70816,6554,40268,88789,23830,448844,0,-35614
"1380","MA",2018,12,0,130534,1160997,76975,1787,55781,95600,16968,504245,0,-37516
"1381","MA",2019,1,0,108713,1476554,82927,37919,61583,82867,21420,450438,0,-37687
"1382","MA",2019,2,0,101084,1281207,67557,702,72020,67963,22451,455294,0,-29180
"1383","MA",2019,3,0,106741,1254675,79010,1196,101778,79167,23278,492267,0,-44518
"1384","MA",2019,4,0,115140,939488,75120,796,111633,75687,21393,476826,0,-38606
"1385","MA",2019,5,0,122522,811297,67134,421,112945,67374,13564,302379,0,-27528
"1386","MA",2019,6,0,87372,1048726,67462,520,124484,68195,12163,0,0,-32029
"1387","MA",2019,7,0,53332,2404258,73034,22424,149624,73389,9500,0,0,-53229
"1388","MA",2019,8,0,29777,1727686,81715,10534,123819,81272,9390,0,0,-42616
"1389","MA",2019,9,0,26459,1023183,78474,966,116686,77628,13564,0,0,-39773
"1390","MA",2019,10,0,57794,1055816,78306,7819,81621,78631,18002,0,0,-27076
"1391","MA",2019,11,0,70646,975193,77683,6179,65959,77782,21801,0,0,-36483
"1392","MA",2019,12,0,95981,1408491,81847,14133,41625,82162,24291,0,0,-27653
"1393","MA",2020,1,0,97199,1424770,82657,4041,62685,81696,17779,0,0,-24102
"1394","MA",2020,2,0,82820,1198098,69578,2447,82895,69103,18667,0,0,-29812
"1395","MA",2020,3,0,112698,494814,78029,-997,126709,77406,23082,0,0,-37365
"1396","MA",2020,4,0,121640,572688,76618,757,121636,75586,27229,0,0,-25501
"1397","MA",2020,5,0,109515,404487,78651,104,171299,77640,21931,0,0,-34046
"1398","MA",2020,6,0,36431,1170370,56464,605,163600,56503,12176,0,0,-35769
"1399","MA",2020,7,0,45759,2422347,75115,8694,161169,74393,13069,0,0,-29255
"1400","MA",2020,8,0,24941,1923234,78712,5432,152477,78567,14673,0,0,-52375
"1401","MA",2020,9,0,14298,1109028,77992,1169,132668,76593,16506,0,0,-26286
"1402","MA",2020,10,0,52607,1343442,80407,1529,96546,79342,17491,0,0,-37974
"1403","MA",2020,11,0,62146,867878,78424,906,69530,77348,29154,0,0,-39444
"1404","MA",2020,12,0,83624,1246218,78286,11422,63063,77530,26518,0,0,-30575
"1405","MA",2021,1,0,111629,1714666,78637,7257,72520,76629,14286,0,0,-33381
"1406","MA",2021,2,0,71954,1521758,71682,21750,58122,69920,17473,0,0,-18606
"1407","MA",2021,3,0,110311,926318,79300,1130,182580,77309,23833,0,0,-40890
"1408","MA",2021,4,0,136077,684307,69102,950,151340,67585,19038,0,0,-35387
"1409","MA",2021,5,0,104669,696737,78344,393,188092,76402,20250,0,0,-30811
"1410","MA",2021,6,0,46850,1800244,75876,8428,195973,74363,13774,0,0,-34703
