"","STATE","YEAR","MONTH","coal_gen","hydro_gen","gas_gen","other_gen","petro_gen","solar_gen","biomass_gen","wind_gen","nuclear_gen","other_gas_gen","pump_gen"
"1","AK",2018,1,49588,150884,295051,-253,84529,0,4165,14888,0,0,0
"2","AK",2018,2,45473,149519,261416,-202,71471,0,3946,13255,0,0,0
"3","AK",2018,3,49865,151959,277051,-253,65333,0,4199,15414,0,0,0
"4","AK",2018,4,39354,160367,212247,-236,62073,0,4178,15324,0,0,0
"5","AK",2018,5,35094,179628,245249,-252,62609,0,3961,13659,0,0,0
"6","AK",2018,6,46097,163622,234118,-275,53261,0,4086,14323,0,0,0
"7","AK",2018,7,44985,139522,255566,-312,61756,0,3693,8944,0,0,0
"8","AK",2018,8,55930,120980,247476,-307,67893,0,3606,11272,0,0,0
"9","AK",2018,9,72694,103449,232348,-267,66150,0,3363,10183,0,0,0
"10","AK",2018,10,50387,102125,181988,-261,68472,0,3456,11757,0,0,0
"11","AK",2018,11,80406,119175,241971,-203,63174,0,3222,12518,0,0,0
"12","AK",2018,12,58691,122994,263422,-277,82556,0,3598,13477,0,0,0
"13","AK",2019,1,74487,134708,296397,-299,64492,0,2647,12288,0,0,0
"14","AK",2019,2,60422,126005,254610,-304,71365,0,3333,11247,0,0,0
"15","AK",2019,3,68678,147542,237389,-320,70449,0,3443,12592,0,0,0
"16","AK",2019,4,38059,151202,241214,-303,65390,0,3030,14079,0,0,0
"17","AK",2019,5,37744,180631,211538,-299,70026,0,3137,12420,0,0,0
"18","AK",2019,6,57009,157685,187515,-439,60057,0,1902,10679,0,0,0
"19","AK",2019,7,57725,136209,228448,-423,68244,0,3260,10503,0,0,0
"20","AK",2019,8,53740,130740,215853,-397,75781,0,3641,9495,0,0,0
"21","AK",2019,9,52280,104777,166957,-282,90449,0,3580,11637,0,0,0
"22","AK",2019,10,46485,104490,203947,-296,95730,0,3445,13193,0,0,0
"23","AK",2019,11,69223,121647,215169,-263,72768,0,3046,11973,0,0,0
"24","AK",2019,12,67203,127729,227951,-278,96445,0,3086,12485,0,0,0
"25","AK",2020,1,45764,150525,282276,-298,123712,0,3235,11230,0,0,0
"26","AK",2020,2,66904,157379,232285,-270,79548,0,3098,11511,0,0,0
"27","AK",2020,3,72671,137699,221150,-282,78021,0,3313,11532,0,0,0
"28","AK",2020,4,54682,127709,187945,-287,74956,0,3333,11476,0,0,0
"29","AK",2020,5,57252,187232,196328,-312,63304,0,3347,10902,0,0,0
"30","AK",2020,6,53231,182944,194944,-290,79939,0,3093,11558,0,0,0
"31","AK",2020,7,45320,171961,203367,-308,104847,0,3242,8520,0,0,0
"32","AK",2020,8,45073,145414,195586,-314,107293,0,3257,8640,0,0,0
"33","AK",2020,9,63094,115930,178945,-297,67631,0,3262,8727,0,0,0
"34","AK",2020,10,59504,115712,152791,-304,81330,0,3483,10735,0,0,0
"35","AK",2020,11,76687,133171,279231,-248,62994,0,3090,12333,0,0,0
"36","AK",2020,12,81607,138270,315911,-244,62227,0,3312,11370,0,0,0
"37","AK",2021,1,72164,171307,266928,-318,68802,0,3561,11452,0,0,0
"38","AK",2021,2,57295,142540,252054,-273,76407,0,3467,8718,0,0,0
"39","AK",2021,3,66939,136703,256276,-294,82650,0,3375,10865,0,0,0
"40","AK",2021,4,39541,120582,240713,-343,79438,0,2676,8629,0,0,0
"41","AK",2021,5,67625,149390,231769,-350,40934,0,2943,10191,0,0,0
"42","AK",2021,6,68549,160847,233777,-441,54954,0,2775,10531,0,0,0
"43","AK",2021,7,75716,143214,265608,-364,53690,0,2860,12405,0,0,0
"44","AK",2021,8,56974,135135,282414,-366,77778,0,2904,12568,0,0,0
"45","AK",2021,9,47629,110841,223071,-473,101449,0,2702,12877,0,0,0
"46","AK",2021,10,46508,113741,256947,-476,100550,0,3905,13006,0,0,0
"47","AK",2021,11,76878,133307,282673,-243,78229,0,3801,7390,0,0,0
"48","AK",2021,12,77077,171292,293166,-199,87606,0,3102,13580,0,0,0
"49","AK",2022,1,68431,171098,300186,-165,83941,0,3642,4509,0,0,0
"50","AK",2022,2,44871,147204,287845,-196,69264,0,3593,7495,0,0,0
"51","AK",2022,3,52924,160360,289800,-221,79941,0,3085,9005,0,0,0
"52","AK",2022,4,52790,120198,260099,-342,70942,0,3297,17114,0,0,0
"53","AK",2022,5,52251,151317,244393,-277,67046,0,3100,12485,0,0,0
"54","AK",2022,6,57442,180565,257808,-369,81519,0,3305,13033,0,0,0
"55","AK",2022,7,63590,172481,250716,-300,73974,0,3496,19559,0,0,0
"56","AK",2022,8,67653,144809,255966,-287,49615,0,3515,12017,0,0,0
"57","AK",2022,9,62331,111143,252099,-266,58156,0,3367,10351,0,0,0
"58","AK",2022,10,52758,96602,260187,-275,65572,0,3497,8580,0,0,0
"59","AK",2022,11,80560,121865,274501,-281,62303,0,3918,14914,0,0,0
"60","AK",2022,12,71334,135783,295778,-267,85253,0,3022,10213,0,0,0
"61","AK",2023,1,64129,124124,282040,-204,83884,87,3364,11642,0,0,0
"62","AK",2023,2,45254,111265,242500,-170,64083,101,3095,14566,0,0,0
"63","AK",2023,3,66789,102448,287518,-176,73778,131,3300,14354,0,0,0
"64","AK",2023,4,58919,84045,235889,-211,82013,159,3144,13335,0,0,0
"65","AK",2023,5,56906,186556,204289,-266,79653,180,2594,10307,0,0,0
"66","AK",2023,6,67053,124581,295349,-230,72559,185,2476,8395,0,0,0
"67","AK",2023,7,72741,117017,380657,-198,67097,191,3163,7371,0,0,0
"68","AK",2023,8,66245,116765,370719,-211,68796,178,3731,8592,0,0,0
"69","AK",2023,9,68280,76459,295130,-190,58921,1301,3638,8024,0,0,0
"70","AK",2023,10,59997,83184,279491,-200,69645,1155,4147,10326,0,0,0
"71","AK",2023,11,38553,113104,262010,-206,85938,832,3092,12372,0,0,0
"72","AK",2023,12,45636,115913,302615,-181,79836,694,3174,11309,0,0,0
"73","AL",2018,1,3768545,889122,4821792,-4,38169,19880,3214,0,3760560,386,0
"74","AL",2018,2,2331662,991339,3571145,-4,-136,17206,3025,0,2796231,418,0
"75","AL",2018,3,2315339,1031098,4278892,-4,1625,32133,3265,0,2731979,447,0
"76","AL",2018,4,2208729,1037653,4651689,-4,1028,37076,3050,0,2874030,325,0
"77","AL",2018,5,2485641,1086089,5312748,-4,702,39492,3069,0,3260283,331,0
"78","AL",2018,6,3271924,1041188,5177854,-4,3932,39966,3108,0,3633513,396,0
"79","AL",2018,7,3484205,848704,5964437,-4,5801,39304,3198,0,3824071,474,0
"80","AL",2018,8,3272909,758170,5765041,-4,2751,36694,3211,0,3700374,517,0
"81","AL",2018,9,2592476,739978,5649370,-4,2065,32558,2904,0,3327440,385,0
"82","AL",2018,10,2033818,729246,5020719,-4,2233,29827,3175,0,2489768,341,0
"83","AL",2018,11,2007808,957557,4345741,-4,2011,17276,3154,0,3112882,356,0
"84","AL",2018,12,2004465,1032996,4240992,-4,5523,15839,3300,0,3951696,429,0
"85","AL",2019,1,3045788,1108622,3987193,-5,3482,19392,3523,0,4012543,226,0
"86","AL",2019,2,2202356,1008627,3942276,-4,1195,17747,3172,0,3388503,219,0
"87","AL",2019,3,1826804,1093077,4890619,-5,1267,33634,3409,0,2974168,240,0
"88","AL",2019,4,1536437,1043150,3786751,-4,1554,39638,3216,0,3036930,218,0
"89","AL",2019,5,1906973,1183701,4941330,-5,2224,46400,3325,0,3912344,208,0
"90","AL",2019,6,2192247,1002959,5256794,-5,1077,40531,3354,0,3875772,200,0
"91","AL",2019,7,2457343,877224,5879494,-5,1596,42641,3455,0,3926474,258,0
"92","AL",2019,8,2551919,823498,5956907,-5,1019,38794,3506,0,3990623,232,0
"93","AL",2019,9,2407952,659606,5684559,-5,1474,40462,3290,0,3516837,207,0
"94","AL",2019,10,2262349,664511,4743556,-5,918,24590,3379,0,3276055,194,0
"95","AL",2019,11,2267281,869770,4142829,-5,3289,24296,3323,0,3629094,246,0
"96","AL",2019,12,1997618,1070470,3985062,-5,825,16815,3531,0,4117519,212,0
"97","AL",2020,1,1954499,1276111,4033951,-3,360,18058,3277,0,3994825,42,0
"98","AL",2020,2,1236949,1259007,4408289,-3,229,20335,3000,0,3504210,42,0
"99","AL",2020,3,1365632,1175929,4519861,-4,1171,26045,3300,0,3251736,39,0
"100","AL",2020,4,907220,1114227,3091100,-4,718,40403,3103,0,3772352,32,0
"101","AL",2020,5,1112678,1382583,4165388,-4,224,44282,3199,0,3919987,32,0
"102","AL",2020,6,2051386,1226424,5399062,-3,3460,40662,2933,0,3716950,25,0
"103","AL",2020,7,2441568,1148349,6410916,-4,1764,39753,3147,0,3414029,27,0
"104","AL",2020,8,2509909,977469,5788597,-4,697,37763,3187,0,3997342,28,0
"105","AL",2020,9,2291217,811287,5039184,-3,635,29452,2992,0,3767660,30,0
"106","AL",2020,10,1975443,819736,4305025,-4,1031,27630,3031,0,2789949,38,0
"107","AL",2020,11,1915693,1014476,3399766,-3,605,23496,2971,0,3340424,39,0
"108","AL",2020,12,1967329,1143538,4663859,-4,1953,20861,3166,0,4081183,38,0
"109","AL",2021,1,2096650,1149996,4874173,2,2919,19127,3886,0,4122597,6,0
"110","AL",2021,2,2400138,1040731,3909077,2,9582,19917,3418,0,3628250,5,0
"111","AL",2021,3,2279038,1060085,3713128,2,287,31631,3884,0,2969534,6,0
"112","AL",2021,4,1584057,821778,3492236,2,253,44109,3636,0,2750886,5,0
"113","AL",2021,5,1888186,909732,3996070,2,455,45347,3732,0,4141760,5,0
"114","AL",2021,6,2019231,984047,4993370,2,2008,37975,3600,0,3936409,5,0
"115","AL",2021,7,2960990,890943,5290636,2,542,38668,3687,0,4089761,6,0
"116","AL",2021,8,2997793,920395,5559428,2,1252,37573,3651,0,4065646,5,0
"117","AL",2021,9,2337288,871549,4563549,2,544,79966,3567,0,3976670,5,0
"118","AL",2021,10,1971736,888313,4372875,2,381,52572,3584,0,4164367,5,0
"119","AL",2021,11,2337299,895565,4826910,2,1110,51385,3453,0,4053993,5,0
"120","AL",2021,12,2028504,1087674,4856423,2,2581,35725,3842,0,4136616,5,0
"121","AL",2022,1,2398759,1134083,5379455,-4,1665,52166,3735,0,3750315,0,0
"122","AL",2022,2,2362707,974879,3847377,-4,814,55662,3404,0,3481990,0,0
"123","AL",2022,3,1856956,1071278,4393655,-4,819,81496,3739,0,3230353,0,0
"124","AL",2022,4,1599391,693743,4187354,-4,353,89424,3522,0,3376411,0,0
"125","AL",2022,5,2182185,803775,5390429,-4,2063,98201,3551,0,3999789,0,0
"126","AL",2022,6,2116440,930696,6508103,-4,4024,106272,3585,0,3905537,0,0
"127","AL",2022,7,2529774,889432,6641535,-4,1363,90761,3691,0,3962025,0,0
"128","AL",2022,8,2271507,800736,6287271,-4,496,67260,3630,0,3914151,0,0
"129","AL",2022,9,2138287,665459,5445477,-4,393,91346,3417,0,3360080,0,0
"130","AL",2022,10,2137135,569410,4711166,-4,1111,81648,3549,0,2645301,0,0
"131","AL",2022,11,2074521,693822,4426951,-4,1963,48226,3465,0,3334453,0,0
"132","AL",2022,12,2276328,960897,4998673,-4,25854,32108,3591,0,3353252,0,0
"133","AL",2023,1,1721558,1190505,4424181,0,2885,38841,3874,0,4107542,0,0
"134","AL",2023,2,1148514,1001174,4441002,0,261,48007,3487,0,3188857,0,0
"135","AL",2023,3,1491280,1080496,4748652,0,253,95171,3794,0,3430592,0,0
"136","AL",2023,4,1426103,710402,3918651,0,608,116377,3312,0,3703828,0,0
"137","AL",2023,5,1388502,698090,5002899,0,174,131801,3805,0,3996072,21,0
"138","AL",2023,6,1964035,394103,5707578,0,187,135162,3624,0,3779596,40,0
"139","AL",2023,7,2426649,783990,6374623,0,391,131349,3752,0,4009951,19,0
"140","AL",2023,8,2115911,855348,6560783,0,2440,130097,3862,0,4005074,39,0
"141","AL",2023,9,1622046,739331,5065313,0,2267,121171,3600,0,3903808,0,0
"142","AL",2023,10,1361126,971703,4234753,0,393,99520,3574,0,3607543,0,0
"143","AL",2023,11,1386269,704713,5413046,0,5255,71062,3706,0,3665227,0,0
"144","AL",2023,12,1130343,848700,5500327,0,640,59259,3954,0,4180949,0,0
"145","AR",2018,1,2927059,268539,1587461,114,5350,13348,8385,0,1374056,0,1745
"146","AR",2018,2,1762332,266401,1572428,780,4626,9412,7161,0,1251706,0,275
"147","AR",2018,3,1365058,272827,1799999,598,4736,20081,7593,0,1214195,0,10243
"148","AR",2018,4,1808137,286109,1873298,625,3330,19519,6875,0,722323,0,12672
"149","AR",2018,5,2075047,320084,2047494,307,2913,22611,3817,0,841725,0,2268
"150","AR",2018,6,2882649,293255,2179539,1116,2057,22503,3254,0,1025537,0,1010
"151","AR",2018,7,3122926,256456,2364141,695,1508,21610,3287,0,1289468,0,643
"152","AR",2018,8,3075046,223762,2152983,469,2727,21605,3718,0,1315837,0,1124
"153","AR",2018,9,2640213,187323,1487181,191,2272,16117,7253,0,952746,0,755
"154","AR",2018,10,2440207,183651,1830754,153,3235,14600,7320,0,632419,0,673
"155","AR",2018,11,2886556,217208,978480,39,1364,11756,7976,0,811046,0,1821
"156","AR",2018,12,3010869,233159,749948,0,1398,10251,8312,0,1289760,0,7016
"157","AR",2019,1,2749545,383629,1366888,0,5662,10885,9309,0,1389566,0,4741
"158","AR",2019,2,1686728,625269,1839317,405,2402,9094,7637,0,1243888,0,2169
"159","AR",2019,3,1801010,233961,1556685,896,4616,17489,5861,0,1364841,0,14623
"160","AR",2019,4,824190,452957,1381815,468,3719,18318,6829,0,1332697,0,6466
"161","AR",2019,5,1678885,528193,1640178,109,6342,20206,8904,0,1200079,0,9567
"162","AR",2019,6,2213627,319899,2160091,296,2821,21499,9031,0,596530,0,6483
"163","AR",2019,7,2382813,512648,2343742,548,3331,25242,8318,0,660202,0,2416
"164","AR",2019,8,2299230,228346,2483136,-115,1587,23907,8848,0,1352797,0,2495
"165","AR",2019,9,2462343,242255,1946391,425,1988,22143,6069,0,1309963,0,930
"166","AR",2019,10,1427373,227410,2097929,393,3462,16704,8360,0,826357,0,67
"167","AR",2019,11,1941274,209865,1447320,529,7539,13609,5953,0,910614,0,406
"168","AR",2019,12,1846183,170264,1508906,885,3673,11236,7964,0,1387413,0,359
"169","AR",2020,1,854701,231354,1873596,513,1794,10565,7676,0,1385498,0,1123
"170","AR",2020,2,880204,491503,1409791,1052,4665,13569,5875,0,1298300,0,15819
"171","AR",2020,3,1387762,452612,1519591,380,2084,14050,7555,0,942612,0,6017
"172","AR",2020,4,718318,554115,1065647,24,7329,18549,6867,0,791161,0,9786
"173","AR",2020,5,774484,604897,1239385,370,-1277,24636,7778,0,1362478,0,12140
"174","AR",2020,6,1254659,270489,1893985,265,6043,24090,8163,0,1289240,0,1778
"175","AR",2020,7,2159406,376896,2361493,27,3739,24703,5584,0,1357755,0,6309
"176","AR",2020,8,2383444,296086,2245339,134,3596,23714,7337,0,1362357,0,2359
"177","AR",2020,9,1576065,387272,1053403,459,2154,27801,6742,0,1324716,0,4801
"178","AR",2020,10,934946,378421,1366605,412,3104,33369,5955,0,1381546,0,4178
"179","AR",2020,11,1160733,232960,846509,492,4017,31715,4755,0,1263157,0,690
"180","AR",2020,12,1336277,254020,1431984,305,6922,25387,4436,0,1304229,0,579
"181","AR",2021,1,2302243,382785,940090,1021,8174,24572,5229,0,1369932,0,934
"182","AR",2021,2,1935561,199816,1014596,436,9975,19106,3864,0,1207132,0,4891
"183","AR",2021,3,1335919,338342,1516329,604,1282,38589,5663,0,1278617,0,13846
"184","AR",2021,4,767062,304369,1847379,705,4330,45199,4560,0,879267,0,6688
"185","AR",2021,5,1275136,652255,1119966,1058,8103,48625,4327,0,1180383,0,24671
"186","AR",2021,6,2055800,482354,2028094,472,3586,48044,4483,0,1321283,0,12147
"187","AR",2021,7,2756920,472413,2002274,479,2540,52666,5213,0,1360876,0,8735
"188","AR",2021,8,2878431,316240,2084318,516,5563,49838,5385,0,1336743,0,4582
"189","AR",2021,9,2549828,218196,1719471,509,2096,43002,5634,0,1054545,0,3412
"190","AR",2021,10,1907629,234861,1868729,526,2206,37783,5238,0,632672,0,2121
"191","AR",2021,11,814620,204215,2240066,974,5463,33705,5824,0,602702,0,866
"192","AR",2021,12,839728,222833,2247821,271,2215,21152,5997,0,1331532,0,813
"193","AR",2022,1,2314138,163648,2271179,825,7873,46660,4386,0,1389063,0,858
"194","AR",2022,2,2334324,201803,1081181,216,2274,41491,3915,0,1254475,0,410
"195","AR",2022,3,1504034,254440,2013813,55,3028,62496,3981,0,1386441,0,1241
"196","AR",2022,4,742403,542077,1620297,185,3562,65722,3750,0,1333483,0,22958
"197","AR",2022,5,1228066,411067,1601183,605,7206,75082,3781,0,1376758,0,10241
"198","AR",2022,6,1535950,411692,2409034,310,4542,84799,3817,0,1317518,0,13580
"199","AR",2022,7,2430820,250664,3091133,372,3613,80921,3930,0,1355146,0,5019
"200","AR",2022,8,2397103,219776,2950369,696,1329,71777,3865,0,1359939,0,3058
"201","AR",2022,9,1736800,241764,2590763,335,4038,73064,3639,0,1229466,0,1856
"202","AR",2022,10,1401562,184787,1985938,620,3112,64907,3779,0,841006,0,1258
"203","AR",2022,11,1216466,223747,2083205,466,6204,42245,3689,0,721750,0,1836
"204","AR",2022,12,1519203,363121,2339338,213,17535,27318,3824,0,758652,0,5121
"205","AR",2023,1,1753173,390113,1964421,596,3373,33319,4119,0,1364106,0,5515
"206","AR",2023,2,740077,324171,1781465,498,3248,38594,3676,0,1202680,0,27594
"207","AR",2023,3,766630,361307,1855284,502,3124,55943,3983,0,1364559,0,23391
"208","AR",2023,4,515869,271300,1622006,730,5214,61005,3484,0,888097,0,7688
"209","AR",2023,5,1575399,281120,2250390,755,3409,73570,3995,0,815421,0,10738
"210","AR",2023,6,1635409,130407,2412370,592,3102,75025,3781,0,1290517,0,2897
"211","AR",2023,7,2214013,294157,2777114,661,3418,66498,3936,0,1340934,0,8432
"212","AR",2023,8,2114972,306553,2824336,149,4161,81553,3971,0,1355785,0,5588
"213","AR",2023,9,1611152,272660,2282970,178,4362,89075,3697,0,1287772,0,3419
"214","AR",2023,10,1618825,393661,1177668,505,2668,92397,3866,0,1380398,0,1409
"215","AR",2023,11,1260067,262050,1358015,749,3392,66567,3755,0,1342808,0,1137
"216","AR",2023,12,1038851,307658,2010809,505,3715,62497,4147,0,1339404,0,2724
"217","AZ",2018,1,2770023,533616,1552192,-75,5305,286101,3188,46772,2984031,0,-17017
"218","AZ",2018,2,2368005,561476,1434864,-66,5422,305704,3001,43423,2556051,0,-14068
"219","AZ",2018,3,2327436,676901,1500067,-73,3824,395458,3239,54741,2977426,0,-11263
"220","AZ",2018,4,1873388,631811,2247217,-75,5311,475373,3026,55238,1962606,0,1314
"221","AZ",2018,5,2141497,620951,2650986,-252,4357,597721,3044,41093,2630253,0,10076
"222","AZ",2018,6,2528748,644306,3530513,-254,3839,591471,3084,45470,2750299,0,26013
"223","AZ",2018,7,3284344,657994,4778832,-273,3098,528993,3173,36288,2730309,0,24935
"224","AZ",2018,8,3092453,657016,5011215,-271,4642,536397,3186,37631,2923384,0,16348
"225","AZ",2018,9,2733694,515225,4751137,-315,1949,512433,2881,38283,2807555,0,2840
"226","AZ",2018,10,2336308,493036,3898923,-424,6124,369505,3150,40430,2101637,0,-13282
"227","AZ",2018,11,2482956,486153,2797185,-226,4181,321459,3129,44380,1904189,0,-14921
"228","AZ",2018,12,2805771,503757,3014944,-232,1893,219763,3274,46439,2769519,0,-15501
"229","AZ",2019,1,2337909,453014,2928490,-274,5018,280253,2668,47663,2978263,0,-15965
"230","AZ",2019,2,2421169,451116,2540584,-422,6594,276477,2403,47229,2686344,0,-26470
"231","AZ",2019,3,1827253,493839,2919906,-440,3296,438951,2583,46729,2966738,0,-893
"232","AZ",2019,4,1276347,477233,3286550,-411,7839,520419,2436,50261,2063363,0,-2456
"233","AZ",2019,5,1599427,537622,3019759,-416,6381,544857,2519,46261,2643579,0,3618
"234","AZ",2019,6,1903832,611356,4151954,-277,5853,615789,2541,41686,2853989,0,8389
"235","AZ",2019,7,2654742,673077,5248327,-300,3763,543947,2617,42758,2936057,0,28845
"236","AZ",2019,8,2827366,668841,5395971,-300,4069,589798,2656,38676,2781532,0,31729
"237","AZ",2019,9,2188124,504704,4774274,-413,4388,475867,2492,49165,2838796,0,7493
"238","AZ",2019,10,1700887,474958,4393912,-401,2523,490939,2559,47696,2027695,0,-6099
"239","AZ",2019,11,1334660,428522,3276930,-404,3357,278359,2517,48306,2173732,0,-20435
"240","AZ",2019,12,1146257,430157,4147709,-384,10664,222362,2675,47946,2970280,0,-5283
"241","AZ",2020,1,1133561,496816,3543322,-444,2523,340830,1900,42839,2975994,0,-5149
"242","AZ",2020,2,727096,481973,3382507,-427,3170,392917,1739,42190,2491613,0,-1580
"243","AZ",2020,3,612300,516522,2691029,-418,3129,443739,1913,58917,2796184,0,-1671
"244","AZ",2020,4,551820,546260,3317246,-409,2096,587956,1799,51798,1999298,0,10735
"245","AZ",2020,5,978379,593664,4284117,-64,2852,639803,1855,53825,2769259,0,11768
"246","AZ",2020,6,1216638,578789,4590009,-73,4083,612034,1700,60013,2851559,0,22023
"247","AZ",2020,7,1411632,604989,5783168,2,3400,614111,1825,34079,2929069,0,19111
"248","AZ",2020,8,1758650,641222,5756480,-45,2188,563369,1848,35485,2921071,0,34157
"249","AZ",2020,9,1490148,462227,5066573,-130,5003,509911,1735,31309,2846308,0,5829
"250","AZ",2020,10,1587420,526633,4707252,-6,2605,481202,1757,31172,2243169,0,-8587
"251","AZ",2020,11,1156902,487723,3696674,-442,4574,345291,1722,84171,1915601,0,-9151
"252","AZ",2020,12,1122708,486783,3959192,-438,4782,306280,1835,118362,2813308,0,-15234
"253","AZ",2021,1,938410,541874,3728724,-451,2467,356796,1722,125546,2976208,0,-17363
"254","AZ",2021,2,1168947,455842,2167220,-382,4823,451504,1514,132207,2537131,0,-8105
"255","AZ",2021,3,564331,605724,3166919,-414,3128,559657,1721,165935,2938412,0,-58
"256","AZ",2021,4,773387,547440,3759220,-418,4744,628135,1611,156789,2203284,0,14793
"257","AZ",2021,5,985613,564055,4280266,-359,4265,778168,1654,153159,2086474,0,24208
"258","AZ",2021,6,1403972,538183,4920003,-604,2641,746679,1595,137285,2853333,0,36156
"259","AZ",2021,7,1455155,556150,6093847,-622,6976,606970,1634,110719,2799348,0,24754
"260","AZ",2021,8,1600294,530111,5593845,-1014,1439,672824,1618,131342,2932501,0,19359
"261","AZ",2021,9,1469070,411604,4690505,-956,4315,597236,1581,98774,2818767,0,15425
"262","AZ",2021,10,1626213,349914,3660620,-888,3014,570033,1588,122944,2186775,0,-2204
"263","AZ",2021,11,1234751,436967,2719689,-1085,2114,422001,1530,108179,2474139,0,-13018
"264","AZ",2021,12,1080432,434990,3272274,-350,3609,320875,1702,157440,2823490,0,-3052
"265","AZ",2022,1,1234835,519375,2696202,-685,2410,410243,1621,106278,2738935,0,-12097
"266","AZ",2022,2,1091519,428423,2576471,-980,4193,472912,1477,150376,2459415,0,-9572
"267","AZ",2022,3,634281,527266,2814163,-1012,994,591005,1622,155296,2972667,0,-9381
"268","AZ",2022,4,433399,516334,3319294,-876,1452,693917,1528,185357,2145546,0,8884
"269","AZ",2022,5,743769,483666,3356625,-821,2606,802182,1541,185836,2472513,0,13044
"270","AZ",2022,6,1450259,460993,3984687,-940,2598,767644,1555,156212,2856978,0,30543
"271","AZ",2022,7,1481923,530523,5146980,-1249,6609,689755,1601,118693,2933199,0,28616
"272","AZ",2022,8,1622877,450538,5176784,-1602,2119,660373,1575,62940,2930036,0,23611
"273","AZ",2022,9,1470788,372392,4847779,-700,1307,607651,1483,100520,2841357,0,18162
"274","AZ",2022,10,933578,297834,4425720,-777,2572,591332,1540,76014,2185283,0,1465
"275","AZ",2022,11,1053043,365454,3132403,-962,3358,442697,1503,153219,2419165,0,6048
"276","AZ",2022,12,1299196,344792,3576137,-601,1986,339369,1558,113607,2987699,0,-2336
"277","AZ",2023,1,1379491,345922,3149731,-587,1200,367448,1674,159455,2985901,0,-5812
"278","AZ",2023,2,1068117,342610,2910349,-1605,2048,430991,1500,144601,2683497,0,1678
"279","AZ",2023,3,728795,388945,2968985,-803,1618,523353,1629,180487,2916012,0,12915
"280","AZ",2023,4,217297,543096,4470099,-889,1248,721549,1423,121226,1835076,0,53212
"281","AZ",2023,5,513288,738864,4021162,-883,4316,789171,1634,155018,2201347,0,6757
"282","AZ",2023,6,774289,678528,4330476,-871,3841,822819,1551,152415,2735889,0,21329
"283","AZ",2023,7,1547631,705493,6077853,-3114,2107,794464,1610,179509,2875640,0,19310
"284","AZ",2023,8,1422662,568820,6318392,-5346,2889,717195,1640,120478,2857201,0,20479
"285","AZ",2023,9,931181,355551,5423885,-1662,2794,671810,1528,146989,2847983,0,6627
"286","AZ",2023,10,1133101,329907,5130323,-7112,2170,646803,1559,146998,2150049,0,2128
"287","AZ",2023,11,1228292,405829,3972014,-3218,2612,435789,1562,148811,2447830,0,-1799
"288","AZ",2023,12,1064346,401162,4063194,-7935,4404,426007,1697,77367,2986165,0,-576
"289","CA",2018,1,26835,1606101,7111499,62596,2758,1242347,252350,423899,1666162,118214,-49559
"290","CA",2018,2,24424,1196938,6216972,48699,9199,1750561,235679,886626,982658,142855,54641
"291","CA",2018,3,23482,1852260,6529741,71051,3107,2004977,236799,1060316,1046927,123101,-125698
"292","CA",2018,4,21831,3226103,4827927,81280,2619,2509418,217810,1233549,1546437,115604,-44964
"293","CA",2018,5,24360,3114164,4425648,76612,6355,3024196,219218,1928778,1682785,142618,17542
"294","CA",2018,6,24244,2893038,6115851,76333,4442,3252541,222092,1783637,1637307,132711,110448
"295","CA",2018,7,23367,3184097,11232486,71999,23578,2814141,234872,1565462,1686430,124836,87452
"296","CA",2018,8,25383,2844122,10300257,73802,3674,2836681,245073,1645088,1620869,123265,-27764
"297","CA",2018,9,24395,2300821,8011974,67036,2921,2688737,236485,1258636,1614534,116708,5318
"298","CA",2018,10,19586,1478637,8963112,67367,3502,2123527,239847,1028895,1667833,108270,-40571
"299","CA",2018,11,20646,1185622,8033771,67046,2707,1505470,236101,638627,1573910,104953,15581
"300","CA",2018,12,22777,1448764,8035466,64947,4015,1232581,247525,570438,1487667,100824,-151000
"301","CA",2019,1,26100,1461830,7591391,68314,3061,1264973,241427,536992,1681619,90942,-102481
"302","CA",2019,2,23494,2182701,7058677,53832,4427,1492538,220532,1053559,987002,96904,-86798
"303","CA",2019,3,25233,4314260,6093509,62797,3379,2266452,244659,1091319,1132805,134453,-54890
"304","CA",2019,4,24487,4643069,4271837,57836,9727,2629147,216612,1474717,1551843,122500,90859
"305","CA",2019,5,21586,4580919,3731322,51861,2859,2738557,195063,1838434,1692739,157338,9604
"306","CA",2019,6,22712,4603695,5058780,65287,2952,3340219,214671,1563680,1632855,128098,50376
"307","CA",2019,7,1846,4223263,8158779,68437,3256,3365618,239092,1673723,1687150,167051,40001
"308","CA",2019,8,0,3786912,9691498,76476,3910,3309140,249314,1469302,1677931,118770,94718
"309","CA",2019,9,13832,2796113,8467949,60682,3060,2723292,229941,1209730,1369770,124381,-1800
"310","CA",2019,10,27265,2156684,8513426,73878,7312,2494252,207491,876859,839895,124965,79211
"311","CA",2019,11,26439,1639511,8531601,61164,3181,1624998,222877,467032,800964,108705,-42628
"312","CA",2019,12,27462,1965812,8672006,64461,3830,1082327,240946,479721,1110811,102097,-106787
"313","CA",2020,1,23721,1587744,6897670,66370,3819,1534236,241588,762973,1689545,92977,-62422
"314","CA",2020,2,25291,1168753,6083046,41918,3057,2074198,218825,780096,1486059,135849,6409
"315","CA",2020,3,23011,1232727,6764097,43479,3431,2031292,228286,1131068,1671026,142426,-53488
