"","Date","Value","Anomaly","State"
"1",201001,1.5,-0.7,"AK"
"2",201002,10.8,6,"AK"
"3",201003,9.8,-1,"AK"
"4",201004,26.9,3.6,"AK"
"5",201005,41.3,3.5,"AK"
"6",201006,49.5,0.3,"AK"
"7",201007,52.1,-0.6,"AK"
"8",201008,51.5,2,"AK"
"9",201009,42.8,2.2,"AK"
"10",201010,27.6,2.1,"AK"
"11",201011,17.7,6,"AK"
"12",201012,-2.4,-6.1,"AK"
"13",201101,7,4.8,"AK"
"14",201102,6,1.2,"AK"
"15",201103,11.9,1.1,"AK"
"16",201104,23.2,-0.1,"AK"
"17",201105,40.5,2.7,"AK"
"18",201106,49.8,0.6,"AK"
"19",201107,52.1,-0.6,"AK"
"20",201108,49,-0.5,"AK"
"21",201109,42.4,1.8,"AK"
"22",201110,28.5,3,"AK"
"23",201111,3.6,-8.1,"AK"
"24",201112,9.4,5.7,"AK"
"25",201201,-12.8,-15,"AK"
"26",201202,12.1,7.3,"AK"
"27",201203,4.3,-6.5,"AK"
"28",201204,27.3,4,"AK"
"29",201205,37.2,-0.6,"AK"
"30",201206,50.4,1.2,"AK"
"31",201207,52,-0.7,"AK"
"32",201208,49.9,0.4,"AK"
"33",201209,40.6,0,"AK"
"34",201210,25.5,0,"AK"
"35",201211,6,-5.7,"AK"
"36",201212,-0.8,-4.5,"AK"
"37",201301,9.8,7.6,"AK"
"38",201302,6.3,1.5,"AK"
"39",201303,11,0.2,"AK"
"40",201304,16.7,-6.6,"AK"
"41",201305,35.2,-2.6,"AK"
"42",201306,53.9,4.7,"AK"
"43",201307,55,2.3,"AK"
"44",201308,51.4,1.9,"AK"
"45",201309,39.6,-1,"AK"
"46",201310,34,8.5,"AK"
"47",201311,13.7,2,"AK"
"48",201312,7,3.3,"AK"
"49",201401,18.4,16.2,"AK"
"50",201402,6.7,1.9,"AK"
"51",201403,14.1,3.3,"AK"
"52",201404,27.4,4.1,"AK"
"53",201405,41.9,4.1,"AK"
"54",201406,48.1,-1.1,"AK"
"55",201407,52.7,0,"AK"
"56",201408,52,2.5,"AK"
"57",201409,42.3,1.7,"AK"
"58",201410,25.8,0.3,"AK"
"59",201411,19.6,7.9,"AK"
"60",201412,15,11.3,"AK"
"61",201501,7.1,4.9,"AK"
"62",201502,12.6,7.8,"AK"
"63",201503,15.9,5.1,"AK"
"64",201504,28.2,4.9,"AK"
"65",201505,44.8,7,"AK"
"66",201506,52.3,3.1,"AK"
"67",201507,54.2,1.5,"AK"
"68",201508,49.3,-0.2,"AK"
"69",201509,38.9,-1.7,"AK"
"70",201510,31.6,6.1,"AK"
"71",201511,17.2,5.5,"AK"
"72",201512,8.3,4.6,"AK"
"73",201601,17.2,15,"AK"
"74",201602,17.3,12.5,"AK"
"75",201603,18.7,7.9,"AK"
"76",201604,33.3,10,"AK"
"77",201605,44,6.2,"AK"
"78",201606,51.8,2.6,"AK"
"79",201607,55.6,2.9,"AK"
"80",201608,53.2,3.7,"AK"
"81",201609,42.3,1.7,"AK"
"82",201610,29.7,4.2,"AK"
"83",201611,13.3,1.6,"AK"
"84",201612,6.2,2.5,"AK"
"85",201701,4.5,2.3,"AK"
"86",201702,6.6,1.8,"AK"
"87",201703,4.9,-5.9,"AK"
"88",201704,29.6,6.3,"AK"
"89",201705,40.8,3,"AK"
"90",201706,51.4,2.2,"AK"
"91",201707,56.2,3.5,"AK"
"92",201708,50.2,0.7,"AK"
"93",201709,42.6,2,"AK"
"94",201710,30.2,4.7,"AK"
"95",201711,15.8,4.1,"AK"
"96",201712,19.1,15.4,"AK"
"97",201801,6.7,4.5,"AK"
"98",201802,12.6,7.8,"AK"
"99",201803,18,7.2,"AK"
"100",201804,26.8,3.5,"AK"
"101",201805,39.4,1.6,"AK"
"102",201806,50,0.8,"AK"
"103",201807,55.6,2.9,"AK"
"104",201808,49.6,0.1,"AK"
"105",201809,44.3,3.7,"AK"
"106",201810,33.8,8.3,"AK"
"107",201811,19.1,7.4,"AK"
"108",201812,9.1,5.4,"AK"
"109",201901,7.5,5.3,"AK"
"110",201902,15.5,10.7,"AK"
"111",201903,26.5,15.7,"AK"
"112",201904,28.5,5.2,"AK"
"113",201905,43,5.2,"AK"
"114",201906,54,4.8,"AK"
"115",201907,58.1,5.4,"AK"
"116",201908,51.5,2,"AK"
"117",201909,44.4,3.8,"AK"
"118",201910,30.8,5.3,"AK"
"119",201911,19.8,8.1,"AK"
"120",201912,6.7,3,"AK"
"121",202001,-6.4,-8.6,"AK"
"122",202002,1.5,-3.3,"AK"
"123",202003,12,1.2,"AK"
"124",202004,27.5,4.2,"AK"
"125",202005,43.3,5.5,"AK"
"126",202006,50.5,1.3,"AK"
"127",202007,53.2,0.5,"AK"
"128",202008,52.1,2.6,"AK"
"129",202009,42,1.4,"AK"
"130",202010,28.9,3.4,"AK"
"131",202011,14.5,2.8,"AK"
"132",202012,10.6,6.9,"AK"
"133",202101,10.6,8.4,"AK"
"134",202102,1,-3.8,"AK"
"135",202103,9.1,-1.7,"AK"
"136",202104,23.9,0.6,"AK"
"137",202105,40.3,2.5,"AK"
"138",202106,50.9,1.7,"AK"
"139",202107,53.9,1.2,"AK"
"140",202108,49.4,-0.1,"AK"
"141",202109,39.4,-1.2,"AK"
"142",202110,27.9,2.4,"AK"
"143",202111,4.6,-7.1,"AK"
"144",202112,6.8,3.1,"AK"
"145",202201,2.6,0.4,"AK"
"146",202202,8.2,3.4,"AK"
"147",202203,16.7,5.9,"AK"
"148",202204,24.9,1.6,"AK"
"149",202205,40.1,2.3,"AK"
"150",202206,52.7,3.5,"AK"
"151",202207,53.3,0.6,"AK"
"152",202208,50.1,0.6,"AK"
"153",202209,42.7,2.1,"AK"
"154",202210,28.8,3.3,"AK"
"155",202211,16.3,4.6,"AK"
"156",202212,7.1,3.4,"AK"
"157",202301,11,8.8,"AK"
"158",202302,6,1.2,"AK"
"159",202303,13.5,2.7,"AK"
"160",202304,16.7,-6.6,"AK"
"161",202305,39.8,2,"AK"
"162",202306,49.9,0.7,"AK"
"163",202307,56.1,3.4,"AK"
"164",202308,53.3,3.8,"AK"
"165",202309,40.8,0.2,"AK"
"166",202310,27.8,2.3,"AK"
"167",202311,20.4,8.7,"AK"
"168",202312,5.9,2.2,"AK"
"169",202401,3,0.8,"AK"
"170",202402,10.3,5.5,"AK"
"171",189502,37.4,-10.6,"AL"
"172",189602,47.7,-0.3,"AL"
"173",189702,51.1,3.1,"AL"
"174",189802,46.1,-1.9,"AL"
"175",189902,40,-8,"AL"
"176",190002,44.4,-3.6,"AL"
"177",190102,43.1,-4.9,"AL"
"178",190202,40.8,-7.2,"AL"
"179",190302,48.2,0.2,"AL"
"180",190402,48.9,0.9,"AL"
"181",190502,39.1,-8.9,"AL"
"182",190602,45.1,-2.9,"AL"
"183",190702,48.3,0.3,"AL"
"184",190802,44,-4,"AL"
"185",190902,50.2,2.2,"AL"
"186",191002,44.9,-3.1,"AL"
"187",191102,54.2,6.2,"AL"
"188",191202,42.7,-5.3,"AL"
"189",191302,46.8,-1.2,"AL"
"190",191402,45.4,-2.6,"AL"
"191",191502,47.8,-0.2,"AL"
"192",191602,46.8,-1.2,"AL"
"193",191702,48.4,0.4,"AL"
"194",191802,53.2,5.2,"AL"
"195",191902,47.5,-0.5,"AL"
"196",192002,46.2,-1.8,"AL"
"197",192102,50.3,2.3,"AL"
"198",192202,53.8,5.8,"AL"
"199",192302,46.8,-1.2,"AL"
"200",192402,46.5,-1.5,"AL"
"201",192502,52.2,4.2,"AL"
"202",192602,50.1,2.1,"AL"
"203",192702,57.7,9.7,"AL"
"204",192802,47.3,-0.7,"AL"
"205",192902,45.4,-2.6,"AL"
"206",193002,53.1,5.1,"AL"
"207",193102,48.9,0.9,"AL"
"208",193202,56.9,8.9,"AL"
"209",193302,48.1,0.1,"AL"
"210",193402,43.8,-4.2,"AL"
"211",193502,48.5,0.5,"AL"
"212",193602,44.5,-3.5,"AL"
"213",193702,47.5,-0.5,"AL"
"214",193802,54,6,"AL"
"215",193902,51.7,3.7,"AL"
"216",194002,44.4,-3.6,"AL"
"217",194102,42.7,-5.3,"AL"
"218",194202,43.2,-4.8,"AL"
"219",194302,49.4,1.4,"AL"
"220",194402,54,6,"AL"
"221",194502,51.4,3.4,"AL"
"222",194602,49.8,1.8,"AL"
"223",194702,41.1,-6.9,"AL"
"224",194802,50.2,2.2,"AL"
"225",194902,52.6,4.6,"AL"
"226",195002,53.2,5.2,"AL"
"227",195102,49.3,1.3,"AL"
"228",195202,51.1,3.1,"AL"
"229",195302,48.9,0.9,"AL"
"230",195402,52,4,"AL"
"231",195502,49.1,1.1,"AL"
"232",195602,53.5,5.5,"AL"
"233",195702,56.4,8.4,"AL"
"234",195802,38.2,-9.8,"AL"
"235",195902,49.4,1.4,"AL"
"236",196002,44.4,-3.6,"AL"
"237",196102,52,4,"AL"
"238",196202,55.4,7.4,"AL"
"239",196302,41.8,-6.2,"AL"
"240",196402,42.5,-5.5,"AL"
"241",196502,46.3,-1.7,"AL"
"242",196602,46.6,-1.4,"AL"
"243",196702,44.3,-3.7,"AL"
"244",196802,40,-8,"AL"
"245",196902,45.8,-2.2,"AL"
"246",197002,44.3,-3.7,"AL"
"247",197102,45.8,-2.2,"AL"
"248",197202,47,-1,"AL"
"249",197302,44.6,-3.4,"AL"
"250",197402,47.7,-0.3,"AL"
"251",197502,51.1,3.1,"AL"
"252",197602,53,5,"AL"
"253",197702,45.2,-2.8,"AL"
"254",197802,38.8,-9.2,"AL"
"255",197902,43.6,-4.4,"AL"
"256",198002,42.7,-5.3,"AL"
"257",198102,47.2,-0.8,"AL"
"258",198202,48.4,0.4,"AL"
"259",198302,46.6,-1.4,"AL"
"260",198402,48.6,0.6,"AL"
"261",198502,45.5,-2.5,"AL"
"262",198602,51.5,3.5,"AL"
"263",198702,48.2,0.2,"AL"
"264",198802,45.4,-2.6,"AL"
"265",198902,48.1,0.1,"AL"
"266",199002,54.7,6.7,"AL"
"267",199102,50.4,2.4,"AL"
"268",199202,51.4,3.4,"AL"
"269",199302,46.2,-1.8,"AL"
"270",199402,50.3,2.3,"AL"
"271",199502,47.6,-0.4,"AL"
"272",199602,47.3,-0.7,"AL"
"273",199702,50.8,2.8,"AL"
"274",199802,49.2,1.2,"AL"
"275",199902,51.8,3.8,"AL"
"276",200002,52.3,4.3,"AL"
"277",200102,52.6,4.6,"AL"
"278",200202,46,-2,"AL"
"279",200302,48,0,"AL"
"280",200402,45.4,-2.6,"AL"
"281",200502,51.2,3.2,"AL"
"282",200602,46.1,-1.9,"AL"
"283",200702,44.8,-3.2,"AL"
"284",200802,49.2,1.2,"AL"
"285",200902,48.2,0.2,"AL"
"286",201002,40.6,-7.4,"AL"
"287",201102,49.5,1.5,"AL"
"288",201202,52.1,4.1,"AL"
"289",201302,48,0,"AL"
"290",201402,47.3,-0.7,"AL"
"291",201502,41.3,-6.7,"AL"
"292",201602,49.8,1.8,"AL"
"293",201702,55.6,7.6,"AL"
"294",201802,58,10,"AL"
"295",201902,56.1,8.1,"AL"
"296",202002,51,3,"AL"
"297",202102,46.7,-1.3,"AL"
"298",202202,50.1,2.1,"AL"
"299",202302,56.5,8.5,"AL"
"300",202402,52.4,4.4,"AL"
"301",201001,36.5,-2.8,"AR"
"302",201002,36.5,-6.6,"AR"
"303",201003,50.5,-0.8,"AR"
"304",201004,63.4,2.9,"AR"
"305",201005,71.3,2.6,"AR"
"306",201006,81.6,5.1,"AR"
"307",201007,82,1.7,"AR"
"308",201008,83.9,4.6,"AR"
"309",201009,74.8,2,"AR"
"310",201010,62.7,0.9,"AR"
"311",201011,52,2.1,"AR"
"312",201012,38.9,-2.6,"AR"
"313",201101,37.6,-1.7,"AR"
"314",201102,43.9,0.8,"AR"
"315",201103,52.5,1.2,"AR"
"316",201104,63.5,3,"AR"
"317",201105,67.3,-1.4,"AR"
"318",201106,81.7,5.2,"AR"
"319",201107,84.7,4.4,"AR"
"320",201108,83.1,3.8,"AR"
"321",201109,70.2,-2.6,"AR"
"322",201110,60.6,-1.2,"AR"
"323",201111,53.4,3.5,"AR"
"324",201112,43.3,1.8,"AR"
"325",201201,44.6,5.3,"AR"
"326",201202,47.2,4.1,"AR"
"327",201203,62.2,10.9,"AR"
"328",201204,64.4,3.9,"AR"
"329",201205,73.2,4.5,"AR"
"330",201206,78,1.5,"AR"
"331",201207,84.1,3.8,"AR"
"332",201208,80.2,0.9,"AR"
"333",201209,73.5,0.7,"AR"
"334",201210,59.3,-2.5,"AR"
"335",201211,50.2,0.3,"AR"
"336",201212,46.4,4.9,"AR"
"337",201301,42.1,2.8,"AR"
"338",201302,43.3,0.2,"AR"
"339",201303,46.6,-4.7,"AR"
"340",201304,58.5,-2,"AR"
"341",201305,67.2,-1.5,"AR"
"342",201306,77.1,0.6,"AR"
"343",201307,78,-2.3,"AR"
"344",201308,78.4,-0.9,"AR"
"345",201309,75.4,2.6,"AR"
"346",201310,61.5,-0.3,"AR"
"347",201311,47.5,-2.4,"AR"
"348",201312,40.1,-1.4,"AR"
"349",201401,35.2,-4.1,"AR"
"350",201402,38.8,-4.3,"AR"
"351",201403,46.5,-4.8,"AR"
"352",201404,59.6,-0.9,"AR"
"353",201405,68.1,-0.6,"AR"
"354",201406,76.7,0.2,"AR"
"355",201407,75.4,-4.9,"AR"
"356",201408,78.7,-0.6,"AR"
"357",201409,72.6,-0.2,"AR"
"358",201410,63.7,1.9,"AR"
"359",201411,44.9,-5,"AR"
"360",201412,43.8,2.3,"AR"
"361",201501,38.6,-0.7,"AR"
"362",201502,36.1,-7,"AR"
"363",201503,49.7,-1.6,"AR"
"364",201504,62.5,2,"AR"
"365",201505,69.3,0.6,"AR"
"366",201506,78.1,1.6,"AR"
"367",201507,81.9,1.6,"AR"
"368",201508,78.1,-1.2,"AR"
"369",201509,74.8,2,"AR"
"370",201510,63.5,1.7,"AR"
"371",201511,54.2,4.3,"AR"
"372",201512,50,8.5,"AR"
"373",201601,39.5,0.2,"AR"
"374",201602,46.9,3.8,"AR"
"375",201603,55.5,4.2,"AR"
"376",201604,62.5,2,"AR"
"377",201605,67.2,-1.5,"AR"
"378",201606,78.9,2.4,"AR"
"379",201607,82,1.7,"AR"
"380",201608,80,0.7,"AR"
"381",201609,75.8,3,"AR"
"382",201610,67,5.2,"AR"
"383",201611,55.7,5.8,"AR"
"384",201612,42.5,1,"AR"
"385",201701,45.2,5.9,"AR"
"386",201702,52.5,9.4,"AR"
"387",201703,55.7,4.4,"AR"
"388",201704,64.2,3.7,"AR"
"389",201705,67.7,-1,"AR"
"390",201706,75.5,-1,"AR"
"391",201707,80.6,0.3,"AR"
"392",201708,76.9,-2.4,"AR"
"393",201709,73.2,0.4,"AR"
"394",201710,62.9,1.1,"AR"
"395",201711,53.7,3.8,"AR"
"396",201712,42.4,0.9,"AR"
"397",201801,35.7,-3.6,"AR"
"398",201802,45.9,2.8,"AR"
"399",201803,53.9,2.6,"AR"
"400",201804,55.2,-5.3,"AR"
"401",201805,75,6.3,"AR"
"402",201806,80.1,3.6,"AR"
"403",201807,81.8,1.5,"AR"
"404",201808,78.8,-0.5,"AR"
"405",201809,75,2.2,"AR"
"406",201810,62.6,0.8,"AR"
"407",201811,45.8,-4.1,"AR"
"408",201812,44.2,2.7,"AR"
"409",201901,40.8,1.5,"AR"
"410",201902,46,2.9,"AR"
"411",201903,48.9,-2.4,"AR"
"412",201904,60.8,0.3,"AR"
"413",201905,70.6,1.9,"AR"
"414",201906,75.6,-0.9,"AR"
"415",201907,79,-1.3,"AR"
"416",201908,80.3,1,"AR"
"417",201909,79.7,6.9,"AR"
"418",201910,60.8,-1,"AR"
"419",201911,46.4,-3.5,"AR"
"420",201912,45.7,4.2,"AR"
"421",202001,43.9,4.6,"AR"
"422",202002,44.5,1.4,"AR"
"423",202003,56.5,5.2,"AR"
"424",202004,58.8,-1.7,"AR"
"425",202005,66.8,-1.9,"AR"
"426",202006,76.4,-0.1,"AR"
"427",202007,81.3,1,"AR"
"428",202008,77.8,-1.5,"AR"
"429",202009,71.8,-1,"AR"
"430",202010,59.4,-2.4,"AR"
"431",202011,54,4.1,"AR"
"432",202012,42.6,1.1,"AR"
"433",202101,41.4,2.1,"AR"
"434",202102,34.8,-8.3,"AR"
"435",202103,55.2,3.9,"AR"
"436",202104,58.4,-2.1,"AR"
"437",202105,66.8,-1.9,"AR"
"438",202106,76.9,0.4,"AR"
"439",202107,79.3,-1,"AR"
"440",202108,80.7,1.4,"AR"
"441",202109,74.3,1.5,"AR"
"442",202110,65.5,3.7,"AR"
"443",202111,49.4,-0.5,"AR"
"444",202112,53.4,11.9,"AR"
"445",202201,38.7,-0.6,"AR"
"446",202202,42.2,-0.9,"AR"
"447",202203,52.1,0.8,"AR"
"448",202204,59.9,-0.6,"AR"
"449",202205,71,2.3,"AR"
"450",202206,78.1,1.6,"AR"
"451",202207,84.1,3.8,"AR"
"452",202208,79.4,0.1,"AR"
"453",202209,73.8,1,"AR"
"454",202210,61.4,-0.4,"AR"
"455",202211,49.8,-0.1,"AR"
"456",202212,43.2,1.7,"AR"
"457",202301,46.4,7.1,"AR"
"458",202302,48.7,5.6,"AR"
"459",202303,53,1.7,"AR"
"460",202304,60.2,-0.3,"AR"
"461",202305,70,1.3,"AR"
"462",202306,77.3,0.8,"AR"
"463",202307,81,0.7,"AR"
"464",202308,81.7,2.4,"AR"
"465",202309,74.8,2,"AR"
"466",202310,64,2.2,"AR"
"467",202311,51.7,1.8,"AR"
"468",202312,46,4.5,"AR"
"469",202401,36.1,-3.2,"AR"
"470",202402,51.7,8.6,"AR"
"471",201001,42.2,1.5,"AZ"
"472",201002,44.3,-0.4,"AZ"
"473",201003,49.2,-0.3,"AZ"
"474",201004,56.1,-0.6,"AZ"
"475",201005,63.1,-1.9,"AZ"
"476",201006,75.9,1.5,"AZ"
"477",201007,81.8,2.1,"AZ"
"478",201008,79,1.2,"AZ"
"479",201009,75.4,3.4,"AZ"
"480",201010,62.7,1.7,"AZ"
"481",201011,48.3,-0.9,"AZ"
"482",201012,46.7,5.2,"AZ"
"483",201101,41.5,0.8,"AZ"
"484",201102,41.7,-3,"AZ"
"485",201103,53.3,3.8,"AZ"
"486",201104,58.9,2.2,"AZ"
"487",201105,63.2,-1.8,"AZ"
"488",201106,75.7,1.3,"AZ"
"489",201107,80.8,1.1,"AZ"
"490",201108,82.2,4.4,"AZ"
"491",201109,74.6,2.6,"AZ"
"492",201110,62.8,1.8,"AZ"
"493",201111,49.4,0.2,"AZ"
"494",201112,39.9,-1.6,"AZ"
"495",201201,45.3,4.6,"AZ"
"496",201202,45.6,0.9,"AZ"
"497",201203,51.6,2.1,"AZ"
"498",201204,60.6,3.9,"AZ"
"499",201205,69.3,4.3,"AZ"
"500",201206,78.7,4.3,"AZ"
"501",201207,80,0.3,"AZ"
"502",201208,80.5,2.7,"AZ"
"503",201209,73.7,1.7,"AZ"
"504",201210,63.8,2.8,"AZ"
"505",201211,53.8,4.6,"AZ"
"506",201212,42.4,0.9,"AZ"
"507",201301,38.6,-2.1,"AZ"
"508",201302,42.2,-2.5,"AZ"
"509",201303,54.8,5.3,"AZ"
"510",201304,59.4,2.7,"AZ"
"511",201305,67.4,2.4,"AZ"
"512",201306,79.5,5.1,"AZ"
"513",201307,81,1.3,"AZ"
"514",201308,78.5,0.7,"AZ"
"515",201309,72.4,0.4,"AZ"
"516",201310,58.8,-2.2,"AZ"
"517",201311,51.3,2.1,"AZ"
"518",201312,41.5,0,"AZ"
"519",201401,46.5,5.8,"AZ"
"520",201402,50,5.3,"AZ"
"521",201403,53.9,4.4,"AZ"
"522",201404,59.1,2.4,"AZ"
"523",201405,66.8,1.8,"AZ"
"524",201406,77.7,3.3,"AZ"
"525",201407,81.4,1.7,"AZ"
"526",201408,76.5,-1.3,"AZ"
"527",201409,74.2,2.2,"AZ"
"528",201410,64.9,3.9,"AZ"
"529",201411,51.7,2.5,"AZ"
"530",201412,44.3,2.8,"AZ"
"531",201501,45.1,4.4,"AZ"
"532",201502,52,7.3,"AZ"
"533",201503,56.3,6.8,"AZ"
"534",201504,58.4,1.7,"AZ"
"535",201505,62.9,-2.1,"AZ"
"536",201506,78.4,4,"AZ"
"537",201507,78.6,-1.1,"AZ"
"538",201508,80.6,2.8,"AZ"
"539",201509,75,3,"AZ"
"540",201510,64.5,3.5,"AZ"
"541",201511,48.3,-0.9,"AZ"
"542",201512,40.9,-0.6,"AZ"
"543",201601,41.8,1.1,"AZ"
"544",201602,50.6,5.9,"AZ"
"545",201603,54.9,5.4,"AZ"
"546",201604,58.5,1.8,"AZ"
"547",201605,64.6,-0.4,"AZ"
"548",201606,80.3,5.9,"AZ"
"549",201607,82.4,2.7,"AZ"
"550",201608,77.5,-0.3,"AZ"
"551",201609,71.6,-0.4,"AZ"
"552",201610,66.1,5.1,"AZ"
"553",201611,53.1,3.9,"AZ"
"554",201612,44.7,3.2,"AZ"
"555",201701,42.3,1.6,"AZ"
"556",201702,49.4,4.7,"AZ"
"557",201703,56.6,7.1,"AZ"
"558",201704,59.9,3.2,"AZ"
"559",201705,66.1,1.1,"AZ"
"560",201706,79.8,5.4,"AZ"
"561",201707,81.5,1.8,"AZ"
"562",201708,79.1,1.3,"AZ"
"563",201709,72.4,0.4,"AZ"
"564",201710,65.1,4.1,"AZ"
"565",201711,57.6,8.4,"AZ"
"566",201712,46.6,5.1,"AZ"
"567",201801,47.6,6.9,"AZ"
"568",201802,46.7,2,"AZ"
"569",201803,52.3,2.8,"AZ"
"570",201804,62.9,6.2,"AZ"
"571",201805,68.5,3.5,"AZ"
"572",201806,78.6,4.2,"AZ"
"573",201807,82.3,2.6,"AZ"
"574",201808,80.2,2.4,"AZ"
"575",201809,76,4,"AZ"
"576",201810,59.9,-1.1,"AZ"
"577",201811,49.4,0.2,"AZ"
"578",201812,42.8,1.3,"AZ"
"579",201901,42.4,1.7,"AZ"
"580",201902,40.9,-3.8,"AZ"
"581",201903,51.7,2.2,"AZ"
"582",201904,60.3,3.6,"AZ"
"583",201905,60.7,-4.3,"AZ"
"584",201906,75.2,0.8,"AZ"
"585",201907,81.9,2.2,"AZ"
"586",201908,81.9,4.1,"AZ"
"587",201909,73.8,1.8,"AZ"
"588",201910,60,-1,"AZ"
"589",201911,52.1,2.9,"AZ"
"590",201912,42.2,0.7,"AZ"
"591",202001,43.7,3,"AZ"
"592",202002,45.9,1.2,"AZ"
"593",202003,51,1.5,"AZ"
"594",202004,59.3,2.6,"AZ"
"595",202005,70.5,5.5,"AZ"
"596",202006,76.8,2.4,"AZ"
"597",202007,82.8,3.1,"AZ"
"598",202008,84.1,6.3,"AZ"
"599",202009,75.6,3.6,"AZ"
"600",202010,66.2,5.2,"AZ"
"601",202011,53.5,4.3,"AZ"
"602",202012,42,0.5,"AZ"
"603",202101,42.6,1.9,"AZ"
"604",202102,46.5,1.8,"AZ"
"605",202103,49.4,-0.1,"AZ"
"606",202104,61.2,4.5,"AZ"
"607",202105,67.9,2.9,"AZ"
"608",202106,80.6,6.2,"AZ"
"609",202107,81.5,1.8,"AZ"
"610",202108,79.5,1.7,"AZ"
"611",202109,74.8,2.8,"AZ"
"612",202110,59.9,-1.1,"AZ"
"613",202111,55.8,6.6,"AZ"
"614",202112,45.6,4.1,"AZ"
"615",202201,43.5,2.8,"AZ"
"616",202202,44,-0.7,"AZ"
"617",202203,51.8,2.3,"AZ"
"618",202204,60.5,3.8,"AZ"
"619",202205,68.6,3.6,"AZ"
"620",202206,78.6,4.2,"AZ"
"621",202207,82.2,2.5,"AZ"
"622",202208,79,1.2,"AZ"
"623",202209,75.9,3.9,"AZ"
"624",202210,61.8,0.8,"AZ"
"625",202211,46.1,-3.1,"AZ"
"626",202212,42.8,1.3,"AZ"
"627",202301,40.4,-0.3,"AZ"
"628",202302,41.9,-2.8,"AZ"
"629",202303,47.4,-2.1,"AZ"
"630",202304,58.4,1.7,"AZ"
"631",202305,66.5,1.5,"AZ"
"632",202306,72.4,-2,"AZ"
"633",202307,85.3,5.6,"AZ"
"634",202308,80.6,2.8,"AZ"
"635",202309,73.6,1.6,"AZ"
"636",202310,64.4,3.4,"AZ"
"637",202311,52.6,3.4,"AZ"
"638",202312,45.3,3.8,"AZ"
"639",202401,42.2,1.5,"AZ"
"640",202402,47,2.3,"AZ"
"641",201001,45.2,2.9,"CA"
"642",201002,46.8,1.5,"CA"
"643",201003,49,0.2,"CA"
"644",201004,50.9,-3.1,"CA"
"645",201005,56.9,-3.8,"CA"
"646",201006,69.1,0.8,"CA"
"647",201007,76.1,1.4,"CA"
"648",201008,73.4,-0.3,"CA"
"649",201009,70.4,1.9,"CA"
"650",201010,60.5,1,"CA"
"651",201011,48.6,-0.9,"CA"
"652",201012,45.8,2.7,"CA"
"653",201101,45.2,2.9,"CA"
"654",201102,43.4,-1.9,"CA"
"655",201103,48.7,-0.1,"CA"
"656",201104,53.4,-0.6,"CA"
"657",201105,57.6,-3.1,"CA"
"658",201106,66.9,-1.4,"CA"
"659",201107,74.2,-0.5,"CA"
"660",201108,75.2,1.5,"CA"
"661",201109,72.2,3.7,"CA"
"662",201110,61.4,1.9,"CA"
"663",201111,48.2,-1.3,"CA"
"664",201112,42.8,-0.3,"CA"
"665",201201,46.5,4.2,"CA"
"666",201202,46.5,1.2,"CA"
"667",201203,48.8,0,"CA"
"668",201204,55.8,1.8,"CA"
"669",201205,63.9,3.2,"CA"
"670",201206,69.3,1,"CA"
"671",201207,74.7,0,"CA"
"672",201208,77.8,4.1,"CA"
"673",201209,73.1,4.6,"CA"
"674",201210,62.2,2.7,"CA"
"675",201211,52.5,3,"CA"
"676",201212,43,-0.1,"CA"
"677",201301,42.1,-0.2,"CA"
"678",201302,45.3,0,"CA"
"679",201303,53.8,5,"CA"
"680",201304,58.2,4.2,"CA"
"681",201305,63.8,3.1,"CA"
"682",201306,72.4,4.1,"CA"
"683",201307,78,3.3,"CA"
"684",201308,74.4,0.7,"CA"
"685",201309,69.3,0.8,"CA"
"686",201310,58.5,-1,"CA"
"687",201311,51.9,2.4,"CA"
"688",201312,44.1,1,"CA"
"689",201401,50.1,7.8,"CA"
"690",201402,49.8,4.5,"CA"
"691",201403,53.5,4.7,"CA"
"692",201404,57.7,3.7,"CA"
"693",201405,64.6,3.9,"CA"
"694",201406,71.9,3.6,"CA"
"695",201407,78.4,3.7,"CA"
"696",201408,74.9,1.2,"CA"
"697",201409,72.2,3.7,"CA"
"698",201410,64.4,4.9,"CA"
"699",201411,53.1,3.6,"CA"
"700",201412,46.8,3.7,"CA"
"701",201501,48.6,6.3,"CA"
"702",201502,53.2,7.9,"CA"
"703",201503,56.9,8.1,"CA"
"704",201504,56.7,2.7,"CA"
"705",201505,60.8,0.1,"CA"
"706",201506,74.4,6.1,"CA"
"707",201507,75,0.3,"CA"
"708",201508,76.5,2.8,"CA"
"709",201509,72.1,3.6,"CA"
"710",201510,65,5.5,"CA"
"711",201511,47.6,-1.9,"CA"
"712",201512,42.3,-0.8,"CA"
"713",201601,44.5,2.2,"CA"
"714",201602,51.8,6.5,"CA"
"715",201603,52.5,3.7,"CA"
"716",201604,57.9,3.9,"CA"
"717",201605,62.2,1.5,"CA"
"718",201606,73.5,5.2,"CA"
"719",201607,76.8,2.1,"CA"
"720",201608,76.2,2.5,"CA"
"721",201609,69.5,1,"CA"
"722",201610,60.5,1,"CA"
"723",201611,52.8,3.3,"CA"
"724",201612,43.4,0.3,"CA"
"725",201701,42.2,-0.1,"CA"
"726",201702,47.3,2,"CA"
"727",201703,53.4,4.6,"CA"
"728",201704,55.6,1.6,"CA"
"729",201705,63.4,2.7,"CA"
"730",201706,72.8,4.5,"CA"
"731",201707,78.8,4.1,"CA"
