"","Date","Value","Anomaly","State"
"5869",202009,62.6,5.3,"OR"
"5870",202010,51.3,3.2,"OR"
"5871",202011,38.3,0.6,"OR"
"5872",202012,34.2,2.4,"OR"
"5873",202101,34.8,4.6,"OR"
"5874",202102,33.6,-0.5,"OR"
"5875",202103,39,0.7,"OR"
"5876",202104,46.6,2.7,"OR"
"5877",202105,52,1.5,"OR"
"5878",202106,65.2,8,"OR"
"5879",202107,71.4,6.6,"OR"
"5880",202108,66.4,2.5,"OR"
"5881",202109,59.4,2.1,"OR"
"5882",202110,47.6,-0.5,"OR"
"5883",202111,41.9,4.2,"OR"
"5884",202112,32.4,0.6,"OR"
"5885",202201,34.9,4.7,"OR"
"5886",202202,35.6,1.5,"OR"
"5887",202203,41.9,3.6,"OR"
"5888",202204,40.6,-3.3,"OR"
"5889",202205,48.1,-2.4,"OR"
"5890",202206,58.3,1.1,"OR"
"5891",202207,69.3,4.5,"OR"
"5892",202208,70.4,6.5,"OR"
"5893",202209,62.5,5.2,"OR"
"5894",202210,53.8,5.7,"OR"
"5895",202211,33.7,-4,"OR"
"5896",202212,30.6,-1.2,"OR"
"5897",202301,32.2,2,"OR"
"5898",202302,32.5,-1.6,"OR"
"5899",202303,33.4,-4.9,"OR"
"5900",202304,42.9,-1,"OR"
"5901",202305,55.3,4.8,"OR"
"5902",202306,59.2,2,"OR"
"5903",202307,68.9,4.1,"OR"
"5904",202308,67.6,3.7,"OR"
"5905",202309,57.7,0.4,"OR"
"5906",202310,50,1.9,"OR"
"5907",202311,40,2.3,"OR"
"5908",202312,37.4,5.6,"OR"
"5909",202401,34.3,4.1,"OR"
"5910",202402,37.1,3,"OR"
"5911",201001,25.7,0.4,"PA"
"5912",201002,25.8,-0.7,"PA"
"5913",201003,42,6.2,"PA"
"5914",201004,52.4,5.6,"PA"
"5915",201005,60.5,2.9,"PA"
"5916",201006,69.3,3.3,"PA"
"5917",201007,73.3,2.9,"PA"
"5918",201008,70.8,2.4,"PA"
"5919",201009,63.6,1.9,"PA"
"5920",201010,51.4,0.8,"PA"
"5921",201011,40.8,1.5,"PA"
"5922",201012,25.4,-3.5,"PA"
"5923",201101,22.5,-2.8,"PA"
"5924",201102,28.6,2.1,"PA"
"5925",201103,36.3,0.5,"PA"
"5926",201104,49.7,2.9,"PA"
"5927",201105,61,3.4,"PA"
"5928",201106,68,2,"PA"
"5929",201107,74.3,3.9,"PA"
"5930",201108,69.4,1,"PA"
"5931",201109,64.4,2.7,"PA"
"5932",201110,50.8,0.2,"PA"
"5933",201111,44.9,5.6,"PA"
"5934",201112,35.3,6.4,"PA"
"5935",201201,30,4.7,"PA"
"5936",201202,34.3,7.8,"PA"
"5937",201203,47.7,11.9,"PA"
"5938",201204,47.7,0.9,"PA"
"5939",201205,63.7,6.1,"PA"
"5940",201206,66.5,0.5,"PA"
"5941",201207,74.1,3.7,"PA"
"5942",201208,69.8,1.4,"PA"
"5943",201209,62,0.3,"PA"
"5944",201210,52.2,1.6,"PA"
"5945",201211,37.8,-1.5,"PA"
"5946",201212,35.8,6.9,"PA"
"5947",201301,29,3.7,"PA"
"5948",201302,27.4,0.9,"PA"
"5949",201303,33.8,-2,"PA"
"5950",201304,48.7,1.9,"PA"
"5951",201305,58.9,1.3,"PA"
"5952",201306,67.4,1.4,"PA"
"5953",201307,72.7,2.3,"PA"
"5954",201308,67.6,-0.8,"PA"
"5955",201309,61,-0.7,"PA"
"5956",201310,53.4,2.8,"PA"
"5957",201311,37.4,-1.9,"PA"
"5958",201312,30.8,1.9,"PA"
"5959",201401,19.6,-5.7,"PA"
"5960",201402,22.8,-3.7,"PA"
"5961",201403,30.3,-5.5,"PA"
"5962",201404,47.7,0.9,"PA"
"5963",201405,59,1.4,"PA"
"5964",201406,67.6,1.6,"PA"
"5965",201407,69.1,-1.3,"PA"
"5966",201408,66.9,-1.5,"PA"
"5967",201409,62.5,0.8,"PA"
"5968",201410,53,2.4,"PA"
"5969",201411,36.7,-2.6,"PA"
"5970",201412,34,5.1,"PA"
"5971",201501,22.5,-2.8,"PA"
"5972",201502,16.1,-10.4,"PA"
"5973",201503,31.6,-4.2,"PA"
"5974",201504,48.4,1.6,"PA"
"5975",201505,63.4,5.8,"PA"
"5976",201506,67.1,1.1,"PA"
"5977",201507,70.4,0,"PA"
"5978",201508,68.9,0.5,"PA"
"5979",201509,66.6,4.9,"PA"
"5980",201510,50.7,0.1,"PA"
"5981",201511,45.5,6.2,"PA"
"5982",201512,42.3,13.4,"PA"
"5983",201601,25.4,0.1,"PA"
"5984",201602,30.7,4.2,"PA"
"5985",201603,43.3,7.5,"PA"
"5986",201604,47,0.2,"PA"
"5987",201605,57.4,-0.2,"PA"
"5988",201606,67.4,1.4,"PA"
"5989",201607,73,2.6,"PA"
"5990",201608,73.4,5,"PA"
"5991",201609,66.2,4.5,"PA"
"5992",201610,53.6,3,"PA"
"5993",201611,42.6,3.3,"PA"
"5994",201612,31.2,2.3,"PA"
"5995",201701,31.8,6.5,"PA"
"5996",201702,36.6,10.1,"PA"
"5997",201703,35.3,-0.5,"PA"
"5998",201704,53.7,6.9,"PA"
"5999",201705,57.1,-0.5,"PA"
"6000",201706,66.8,0.8,"PA"
"6001",201707,71.4,1,"PA"
"6002",201708,67.4,-1,"PA"
"6003",201709,63.8,2.1,"PA"
"6004",201710,56.2,5.6,"PA"
"6005",201711,39.2,-0.1,"PA"
"6006",201712,28,-0.9,"PA"
"6007",201801,23.1,-2.2,"PA"
"6008",201802,34.3,7.8,"PA"
"6009",201803,33,-2.8,"PA"
"6010",201804,43.2,-3.6,"PA"
"6011",201805,64,6.4,"PA"
"6012",201806,66.6,0.6,"PA"
"6013",201807,71.6,1.2,"PA"
"6014",201808,72.1,3.7,"PA"
"6015",201809,66.7,5,"PA"
"6016",201810,52.3,1.7,"PA"
"6017",201811,36.7,-2.6,"PA"
"6018",201812,33.5,4.6,"PA"
"6019",201901,25.8,0.5,"PA"
"6020",201902,30.2,3.7,"PA"
"6021",201903,34.7,-1.1,"PA"
"6022",201904,50.5,3.7,"PA"
"6023",201905,60.7,3.1,"PA"
"6024",201906,65.8,-0.2,"PA"
"6025",201907,73.2,2.8,"PA"
"6026",201908,69.6,1.2,"PA"
"6027",201909,65.1,3.4,"PA"
"6028",201910,53.7,3.1,"PA"
"6029",201911,36.5,-2.8,"PA"
"6030",201912,32.6,3.7,"PA"
"6031",202001,32.2,6.9,"PA"
"6032",202002,33.3,6.8,"PA"
"6033",202003,42.5,6.7,"PA"
"6034",202004,45.1,-1.7,"PA"
"6035",202005,56,-1.6,"PA"
"6036",202006,67.2,1.2,"PA"
"6037",202007,74.9,4.5,"PA"
"6038",202008,71.6,3.2,"PA"
"6039",202009,62.1,0.4,"PA"
"6040",202010,52.2,1.6,"PA"
"6041",202011,44.8,5.5,"PA"
"6042",202012,32.1,3.2,"PA"
"6043",202101,29.4,4.1,"PA"
"6044",202102,26.6,0.1,"PA"
"6045",202103,40.7,4.9,"PA"
"6046",202104,49.4,2.6,"PA"
"6047",202105,57,-0.6,"PA"
"6048",202106,68.6,2.6,"PA"
"6049",202107,71.2,0.8,"PA"
"6050",202108,72.6,4.2,"PA"
"6051",202109,64.3,2.6,"PA"
"6052",202110,57.7,7.1,"PA"
"6053",202111,39,-0.3,"PA"
"6054",202112,37.6,8.7,"PA"
"6055",202201,22.5,-2.8,"PA"
"6056",202202,29.7,3.2,"PA"
"6057",202203,39.4,3.6,"PA"
"6058",202204,47,0.2,"PA"
"6059",202205,60.5,2.9,"PA"
"6060",202206,67.1,1.1,"PA"
"6061",202207,72.3,1.9,"PA"
"6062",202208,71.4,3,"PA"
"6063",202209,63,1.3,"PA"
"6064",202210,49.4,-1.2,"PA"
"6065",202211,42.8,3.5,"PA"
"6066",202212,30.6,1.7,"PA"
"6067",202301,35.9,10.6,"PA"
"6068",202302,35.7,9.2,"PA"
"6069",202303,37.7,1.9,"PA"
"6070",202304,51.7,4.9,"PA"
"6071",202305,56.1,-1.5,"PA"
"6072",202306,64.5,-1.5,"PA"
"6073",202307,72.3,1.9,"PA"
"6074",202308,68.8,0.4,"PA"
"6075",202309,63.6,1.9,"PA"
"6076",202310,54.2,3.6,"PA"
"6077",202311,39.6,0.3,"PA"
"6078",202312,37.9,9,"PA"
"6079",202401,30,4.7,"PA"
"6080",202402,34.9,8.4,"PA"
"6081",201001,28.4,1.2,"RI"
"6082",201002,31.4,3.6,"RI"
"6083",201003,43.6,7.5,"RI"
"6084",201004,52,6.3,"RI"
"6085",201005,60.9,4.8,"RI"
"6086",201006,68.9,4.2,"RI"
"6087",201007,75,4.7,"RI"
"6088",201008,70.8,2.1,"RI"
"6089",201009,65.5,3.6,"RI"
"6090",201010,53.5,1.6,"RI"
"6091",201011,43.3,1.8,"RI"
"6092",201012,30.3,-0.7,"RI"
"6093",201101,25.2,-2,"RI"
"6094",201102,28.8,1,"RI"
"6095",201103,38,1.9,"RI"
"6096",201104,49.1,3.4,"RI"
"6097",201105,58.9,2.8,"RI"
"6098",201106,66.2,1.5,"RI"
"6099",201107,73.8,3.5,"RI"
"6100",201108,71.3,2.6,"RI"
"6101",201109,66.5,4.6,"RI"
"6102",201110,54.9,3,"RI"
"6103",201111,47.8,6.3,"RI"
"6104",201112,39,8,"RI"
"6105",201201,33.5,6.3,"RI"
"6106",201202,35.7,7.9,"RI"
"6107",201203,45.5,9.4,"RI"
"6108",201204,50.1,4.4,"RI"
"6109",201205,60.6,4.5,"RI"
"6110",201206,65.7,1,"RI"
"6111",201207,73.6,3.3,"RI"
"6112",201208,72.5,3.8,"RI"
"6113",201209,63.3,1.4,"RI"
"6114",201210,55.4,3.5,"RI"
"6115",201211,41,-0.5,"RI"
"6116",201212,37.6,6.6,"RI"
"6117",201301,30.4,3.2,"RI"
"6118",201302,30.2,2.4,"RI"
"6119",201303,37.1,1,"RI"
"6120",201304,47.7,2,"RI"
"6121",201305,58.5,2.4,"RI"
"6122",201306,68,3.3,"RI"
"6123",201307,76.4,6.1,"RI"
"6124",201308,69.1,0.4,"RI"
"6125",201309,62.1,0.2,"RI"
"6126",201310,54,2.1,"RI"
"6127",201311,41.3,-0.2,"RI"
"6128",201312,33,2,"RI"
"6129",201401,26.1,-1.1,"RI"
"6130",201402,27.2,-0.6,"RI"
"6131",201403,32.8,-3.3,"RI"
"6132",201404,47,1.3,"RI"
"6133",201405,58,1.9,"RI"
"6134",201406,66.4,1.7,"RI"
"6135",201407,72.3,2,"RI"
"6136",201408,68.6,-0.1,"RI"
"6137",201409,64.4,2.5,"RI"
"6138",201410,55.3,3.4,"RI"
"6139",201411,41.4,-0.1,"RI"
"6140",201412,37.4,6.4,"RI"
"6141",201501,25.5,-1.7,"RI"
"6142",201502,17.7,-10.1,"RI"
"6143",201503,31.8,-4.3,"RI"
"6144",201504,47.2,1.5,"RI"
"6145",201505,61.2,5.1,"RI"
"6146",201506,64.5,-0.2,"RI"
"6147",201507,72.3,2,"RI"
"6148",201508,72.6,3.9,"RI"
"6149",201509,67.6,5.7,"RI"
"6150",201510,52.4,0.5,"RI"
"6151",201511,47.1,5.6,"RI"
"6152",201512,45.3,14.3,"RI"
"6153",201601,31.3,4.1,"RI"
"6154",201602,33.1,5.3,"RI"
"6155",201603,42.9,6.8,"RI"
"6156",201604,46.2,0.5,"RI"
"6157",201605,57.9,1.8,"RI"
"6158",201606,66.9,2.2,"RI"
"6159",201607,73.8,3.5,"RI"
"6160",201608,73.9,5.2,"RI"
"6161",201609,66.4,4.5,"RI"
"6162",201610,54.7,2.8,"RI"
"6163",201611,45.2,3.7,"RI"
"6164",201612,34.2,3.2,"RI"
"6165",201701,34.2,7,"RI"
"6166",201702,35.2,7.4,"RI"
"6167",201703,34.1,-2,"RI"
"6168",201704,51.5,5.8,"RI"
"6169",201705,56.5,0.4,"RI"
"6170",201706,66.8,2.1,"RI"
"6171",201707,71.1,0.8,"RI"
"6172",201708,69.8,1.1,"RI"
"6173",201709,66.4,4.5,"RI"
"6174",201710,59.6,7.7,"RI"
"6175",201711,43.1,1.6,"RI"
"6176",201712,30.1,-0.9,"RI"
"6177",201801,27.6,0.4,"RI"
"6178",201802,37.7,9.9,"RI"
"6179",201803,37.3,1.2,"RI"
"6180",201804,44.4,-1.3,"RI"
"6181",201805,61.4,5.3,"RI"
"6182",201806,65.9,1.2,"RI"
"6183",201807,73.8,3.5,"RI"
"6184",201808,75.1,6.4,"RI"
"6185",201809,66.5,4.6,"RI"
"6186",201810,52.7,0.8,"RI"
"6187",201811,41,-0.5,"RI"
"6188",201812,35.3,4.3,"RI"
"6189",201901,29,1.8,"RI"
"6190",201902,31.6,3.8,"RI"
"6191",201903,35.9,-0.2,"RI"
"6192",201904,49.2,3.5,"RI"
"6193",201905,56.4,0.3,"RI"
"6194",201906,66.5,1.8,"RI"
"6195",201907,74.8,4.5,"RI"
"6196",201908,71.3,2.6,"RI"
"6197",201909,63.9,2,"RI"
"6198",201910,54.7,2.8,"RI"
"6199",201911,40.1,-1.4,"RI"
"6200",201912,34.1,3.1,"RI"
"6201",202001,35.3,8.1,"RI"
"6202",202002,35.4,7.6,"RI"
"6203",202003,42.6,6.5,"RI"
"6204",202004,44.1,-1.6,"RI"
"6205",202005,56.6,0.5,"RI"
"6206",202006,68.1,3.4,"RI"
"6207",202007,75.4,5.1,"RI"
"6208",202008,73.8,5.1,"RI"
"6209",202009,64.5,2.6,"RI"
"6210",202010,54.6,2.7,"RI"
"6211",202011,47.5,6,"RI"
"6212",202012,35.7,4.7,"RI"
"6213",202101,31.3,4.1,"RI"
"6214",202102,30.9,3.1,"RI"
"6215",202103,40.2,4.1,"RI"
"6216",202104,48.8,3.1,"RI"
"6217",202105,58,1.9,"RI"
"6218",202106,69.6,4.9,"RI"
"6219",202107,71.2,0.9,"RI"
"6220",202108,73.6,4.9,"RI"
"6221",202109,66.4,4.5,"RI"
"6222",202110,58.4,6.5,"RI"
"6223",202111,42.9,1.4,"RI"
"6224",202112,38.6,7.6,"RI"
"6225",202201,27,-0.2,"RI"
"6226",202202,32.4,4.6,"RI"
"6227",202203,40.6,4.5,"RI"
"6228",202204,48.4,2.7,"RI"
"6229",202205,60.4,4.3,"RI"
"6230",202206,66.3,1.6,"RI"
"6231",202207,74.4,4.1,"RI"
"6232",202208,75,6.3,"RI"
"6233",202209,63.6,1.7,"RI"
"6234",202210,54.4,2.5,"RI"
"6235",202211,46.8,5.3,"RI"
"6236",202212,35.5,4.5,"RI"
"6237",202301,38.4,11.2,"RI"
"6238",202302,34.6,6.8,"RI"
"6239",202303,39.7,3.6,"RI"
"6240",202304,51.1,5.4,"RI"
"6241",202305,56.2,0.1,"RI"
"6242",202306,64.9,0.2,"RI"
"6243",202307,74.6,4.3,"RI"
"6244",202308,69.6,0.9,"RI"
"6245",202309,66,4.1,"RI"
"6246",202310,57,5.1,"RI"
"6247",202311,41,-0.5,"RI"
"6248",202312,40.1,9.1,"RI"
"6249",202401,32.5,5.3,"RI"
"6250",202402,33.8,6,"RI"
"6251",201001,40.7,-3.9,"SC"
"6252",201002,41.2,-5.6,"SC"
"6253",201003,52.2,-1.7,"SC"
"6254",201004,64.5,2.6,"SC"
"6255",201005,73.2,2.9,"SC"
"6256",201006,81.8,4.8,"SC"
"6257",201007,82.3,2.4,"SC"
"6258",201008,81.6,2.9,"SC"
"6259",201009,76.6,2.9,"SC"
"6260",201010,64.4,1.2,"SC"
"6261",201011,54,0.9,"SC"
"6262",201012,38.3,-7.3,"SC"
"6263",201101,40.6,-4,"SC"
"6264",201102,50.4,3.6,"SC"
"6265",201103,55.8,1.9,"SC"
"6266",201104,65,3.1,"SC"
"6267",201105,71.3,1,"SC"
"6268",201106,80.8,3.8,"SC"
"6269",201107,82.8,2.9,"SC"
"6270",201108,81.4,2.7,"SC"
"6271",201109,74.1,0.4,"SC"
"6272",201110,61,-2.2,"SC"
"6273",201111,55.3,2.2,"SC"
"6274",201112,50.7,5.1,"SC"
"6275",201201,48.3,3.7,"SC"
"6276",201202,50.6,3.8,"SC"
"6277",201203,63.2,9.3,"SC"
"6278",201204,64.2,2.3,"SC"
"6279",201205,72.7,2.4,"SC"
"6280",201206,74.8,-2.2,"SC"
"6281",201207,82.8,2.9,"SC"
"6282",201208,78,-0.7,"SC"
"6283",201209,73.6,-0.1,"SC"
"6284",201210,63.7,0.5,"SC"
"6285",201211,50.7,-2.4,"SC"
"6286",201212,51.5,5.9,"SC"
"6287",201301,50.2,5.6,"SC"
"6288",201302,46.6,-0.2,"SC"
"6289",201303,48.4,-5.5,"SC"
"6290",201304,62.1,0.2,"SC"
"6291",201305,67.9,-2.4,"SC"
"6292",201306,77.4,0.4,"SC"
"6293",201307,78.8,-1.1,"SC"
"6294",201308,77.4,-1.3,"SC"
"6295",201309,73.5,-0.2,"SC"
"6296",201310,64.2,1,"SC"
"6297",201311,51.5,-1.6,"SC"
"6298",201312,49.9,4.3,"SC"
"6299",201401,39.7,-4.9,"SC"
"6300",201402,48.2,1.4,"SC"
"6301",201403,50,-3.9,"SC"
"6302",201404,63.3,1.4,"SC"
"6303",201405,71.7,1.4,"SC"
"6304",201406,78.4,1.4,"SC"
"6305",201407,79.2,-0.7,"SC"
"6306",201408,78.3,-0.4,"SC"
"6307",201409,74.3,0.6,"SC"
"6308",201410,65,1.8,"SC"
"6309",201411,49.3,-3.8,"SC"
"6310",201412,49.2,3.6,"SC"
"6311",201501,43.8,-0.8,"SC"
"6312",201502,41,-5.8,"SC"
"6313",201503,56.4,2.5,"SC"
"6314",201504,64.8,2.9,"SC"
"6315",201505,71.6,1.3,"SC"
"6316",201506,80.5,3.5,"SC"
"6317",201507,82.2,2.3,"SC"
"6318",201508,79.5,0.8,"SC"
"6319",201509,74.3,0.6,"SC"
"6320",201510,63.3,0.1,"SC"
"6321",201511,58,4.9,"SC"
"6322",201512,58.5,12.9,"SC"
"6323",201601,43,-1.6,"SC"
"6324",201602,48,1.2,"SC"
"6325",201603,60.6,6.7,"SC"
"6326",201604,63.1,1.2,"SC"
"6327",201605,70.1,-0.2,"SC"
"6328",201606,79.8,2.8,"SC"
"6329",201607,83.7,3.8,"SC"
"6330",201608,81.9,3.2,"SC"
"6331",201609,77.1,3.4,"SC"
"6332",201610,66.4,3.2,"SC"
"6333",201611,55.6,2.5,"SC"
"6334",201612,49,3.4,"SC"
"6335",201701,51.4,6.8,"SC"
"6336",201702,55.5,8.7,"SC"
"6337",201703,55.5,1.6,"SC"
"6338",201704,67,5.1,"SC"
"6339",201705,71.5,1.2,"SC"
"6340",201706,76.9,-0.1,"SC"
"6341",201707,81,1.1,"SC"
"6342",201708,79.4,0.7,"SC"
"6343",201709,74.3,0.6,"SC"
"6344",201710,66.2,3,"SC"
"6345",201711,54.3,1.2,"SC"
"6346",201712,47.8,2.2,"SC"
"6347",201801,40.6,-4,"SC"
"6348",201802,57.4,10.6,"SC"
"6349",201803,52,-1.9,"SC"
"6350",201804,60,-1.9,"SC"
"6351",201805,73.8,3.5,"SC"
"6352",201806,80.2,3.2,"SC"
"6353",201807,80.2,0.3,"SC"
"6354",201808,80,1.3,"SC"
"6355",201809,79.4,5.7,"SC"
"6356",201810,66.9,3.7,"SC"
"6357",201811,51.9,-1.2,"SC"
"6358",201812,48.6,3,"SC"
"6359",201901,46.7,2.1,"SC"
"6360",201902,53,6.2,"SC"
"6361",201903,54.1,0.2,"SC"
"6362",201904,64,2.1,"SC"
"6363",201905,75.4,5.1,"SC"
"6364",201906,77.2,0.2,"SC"
"6365",201907,81.4,1.5,"SC"
"6366",201908,80.3,1.6,"SC"
"6367",201909,78.3,4.6,"SC"
"6368",201910,68.5,5.3,"SC"
"6369",201911,51,-2.1,"SC"
"6370",201912,50.3,4.7,"SC"
"6371",202001,50.3,5.7,"SC"
"6372",202002,50.9,4.1,"SC"
"6373",202003,60.4,6.5,"SC"
"6374",202004,62.1,0.2,"SC"
"6375",202005,68,-2.3,"SC"
"6376",202006,76.1,-0.9,"SC"
"6377",202007,81.9,2,"SC"
"6378",202008,80.1,1.4,"SC"
"6379",202009,73.3,-0.4,"SC"
"6380",202010,67.4,4.2,"SC"
"6381",202011,59.3,6.2,"SC"
"6382",202012,45.6,0,"SC"
"6383",202101,46,1.4,"SC"
"6384",202102,47.2,0.4,"SC"
"6385",202103,57.6,3.7,"SC"
"6386",202104,62,0.1,"SC"
"6387",202105,69.1,-1.2,"SC"
"6388",202106,76.8,-0.2,"SC"
"6389",202107,79.4,-0.5,"SC"
"6390",202108,80.1,1.4,"SC"
"6391",202109,73.5,-0.2,"SC"
"6392",202110,66.8,3.6,"SC"
"6393",202111,51.6,-1.5,"SC"
"6394",202112,54.6,9,"SC"
"6395",202201,43.6,-1,"SC"
"6396",202202,51.8,5,"SC"
"6397",202203,57.7,3.8,"SC"
"6398",202204,62.3,0.4,"SC"
"6399",202205,72.8,2.5,"SC"
"6400",202206,78.9,1.9,"SC"
"6401",202207,81.3,1.4,"SC"
"6402",202208,79,0.3,"SC"
"6403",202209,73.8,0.1,"SC"
"6404",202210,60.9,-2.3,"SC"
"6405",202211,57,3.9,"SC"
"6406",202212,46.1,0.5,"SC"
"6407",202301,50.4,5.8,"SC"
"6408",202302,56.2,9.4,"SC"
"6409",202303,57.1,3.2,"SC"
"6410",202304,63.3,1.4,"SC"
"6411",202305,67.3,-3,"SC"
"6412",202306,74.2,-2.8,"SC"
"6413",202307,81.3,1.4,"SC"
"6414",202308,80.7,2,"SC"
"6415",202309,73.4,-0.3,"SC"
"6416",202310,63.7,0.5,"SC"
"6417",202311,54.2,1.1,"SC"
"6418",202312,49.2,3.6,"SC"
"6419",202401,45.5,0.9,"SC"
"6420",202402,50.3,3.5,"SC"
"6421",201001,32.8,-4.4,"TN"
"6422",201002,33.7,-6.4,"TN"
"6423",201003,47.2,-1.2,"TN"
"6424",201004,60.9,3.3,"TN"
"6425",201005,69.1,3,"TN"
"6426",201006,78.4,4.6,"TN"
"6427",201007,79.8,2.7,"TN"
"6428",201008,79.8,3.8,"TN"
"6429",201009,71.6,1.4,"TN"
"6430",201010,59.2,0.4,"TN"
"6431",201011,49.8,2.4,"TN"
"6432",201012,32.7,-6.5,"TN"
"6433",201101,33.9,-3.3,"TN"
"6434",201102,43.1,3,"TN"
"6435",201103,50.6,2.2,"TN"
"6436",201104,61,3.4,"TN"
"6437",201105,65.7,-0.4,"TN"
"6438",201106,76.5,2.7,"TN"
"6439",201107,80,2.9,"TN"
"6440",201108,77.8,1.8,"TN"
"6441",201109,68.1,-2.1,"TN"
"6442",201110,56.8,-2,"TN"
"6443",201111,51,3.6,"TN"
"6444",201112,42.8,3.6,"TN"
"6445",201201,42.4,5.2,"TN"
"6446",201202,44.5,4.4,"TN"
"6447",201203,59.8,11.4,"TN"
"6448",201204,60,2.4,"TN"
"6449",201205,70.4,4.3,"TN"
"6450",201206,73.6,-0.2,"TN"
"6451",201207,80.5,3.4,"TN"
"6452",201208,75.6,-0.4,"TN"
"6453",201209,69.1,-1.1,"TN"
"6454",201210,56.7,-2.1,"TN"
"6455",201211,45.8,-1.6,"TN"
"6456",201212,45.6,6.4,"TN"
"6457",201301,41,3.8,"TN"
"6458",201302,40.8,0.7,"TN"
"6459",201303,42.7,-5.7,"TN"
"6460",201304,56.8,-0.8,"TN"
"6461",201305,65,-1.1,"TN"
"6462",201306,74.2,0.4,"TN"
"6463",201307,74.8,-2.3,"TN"
"6464",201308,74.7,-1.3,"TN"
"6465",201309,70.7,0.5,"TN"
"6466",201310,59.5,0.7,"TN"
"6467",201311,44.8,-2.6,"TN"
"6468",201312,40.4,1.2,"TN"
"6469",201401,30,-7.2,"TN"
"6470",201402,38.3,-1.8,"TN"
"6471",201403,45,-3.4,"TN"
"6472",201404,58.6,1,"TN"
"6473",201405,67.3,1.2,"TN"
"6474",201406,74.8,1,"TN"
"6475",201407,73.4,-3.7,"TN"
"6476",201408,75.9,-0.1,"TN"
"6477",201409,70.7,0.5,"TN"
"6478",201410,60.2,1.4,"TN"
"6479",201411,42.4,-5,"TN"
"6480",201412,42.8,3.6,"TN"
"6481",201501,36.1,-1.1,"TN"
"6482",201502,31.4,-8.7,"TN"
"6483",201503,49,0.6,"TN"
"6484",201504,60.1,2.5,"TN"
"6485",201505,68,1.9,"TN"
"6486",201506,75.9,2.1,"TN"
"6487",201507,78.3,1.2,"TN"
"6488",201508,74.2,-1.8,"TN"
"6489",201509,70.9,0.7,"TN"
"6490",201510,59.7,0.9,"TN"
"6491",201511,53.5,6.1,"TN"
"6492",201512,51.3,12.1,"TN"
"6493",201601,34.8,-2.4,"TN"
"6494",201602,42.5,2.4,"TN"
"6495",201603,53.9,5.5,"TN"
"6496",201604,59.5,1.9,"TN"
"6497",201605,65.3,-0.8,"TN"
"6498",201606,76.5,2.7,"TN"
"6499",201607,79.8,2.7,"TN"
"6500",201608,79,3,"TN"
"6501",201609,74.1,3.9,"TN"
"6502",201610,64.6,5.8,"TN"
"6503",201611,52.7,5.3,"TN"
"6504",201612,40.9,1.7,"TN"
"6505",201701,44.9,7.7,"TN"
"6506",201702,48.9,8.8,"TN"
"6507",201703,51.1,2.7,"TN"
"6508",201704,63.1,5.5,"TN"
"6509",201705,66.6,0.5,"TN"
"6510",201706,73,-0.8,"TN"
"6511",201707,78.1,1,"TN"
"6512",201708,74.6,-1.4,"TN"
"6513",201709,69.1,-1.1,"TN"
"6514",201710,60.8,2,"TN"
"6515",201711,49.9,2.5,"TN"
"6516",201712,39.5,0.3,"TN"
"6517",201801,32.9,-4.3,"TN"
"6518",201802,48.5,8.4,"TN"
"6519",201803,48.2,-0.2,"TN"
"6520",201804,52.9,-4.7,"TN"
"6521",201805,72.3,6.2,"TN"
"6522",201806,76.5,2.7,"TN"
"6523",201807,78.1,1,"TN"
"6524",201808,76.5,0.5,"TN"
"6525",201809,74.9,4.7,"TN"
"6526",201810,61,2.2,"TN"
"6527",201811,44.4,-3,"TN"
"6528",201812,42.7,3.5,"TN"
"6529",201901,39.4,2.2,"TN"
"6530",201902,46.7,6.6,"TN"
"6531",201903,46.9,-1.5,"TN"
"6532",201904,59.3,1.7,"TN"
"6533",201905,70.1,4,"TN"
"6534",201906,73.4,-0.4,"TN"
"6535",201907,77.8,0.7,"TN"
"6536",201908,76.9,0.9,"TN"
"6537",201909,76.4,6.2,"TN"
"6538",201910,61.7,2.9,"TN"
"6539",201911,44.2,-3.2,"TN"
"6540",201912,45.2,6,"TN"
"6541",202001,43,5.8,"TN"
"6542",202002,43.3,3.2,"TN"
"6543",202003,54.7,6.3,"TN"
"6544",202004,55.4,-2.2,"TN"
"6545",202005,64,-2.1,"TN"
"6546",202006,73.5,-0.3,"TN"
"6547",202007,79.2,2.1,"TN"
"6548",202008,76.4,0.4,"TN"
"6549",202009,69.9,-0.3,"TN"
"6550",202010,60.4,1.6,"TN"
"6551",202011,51.9,4.5,"TN"
"6552",202012,39.5,0.3,"TN"
"6553",202101,39.7,2.5,"TN"
"6554",202102,37.4,-2.7,"TN"
"6555",202103,53.6,5.2,"TN"
"6556",202104,56.2,-1.4,"TN"
"6557",202105,64.1,-2,"TN"
"6558",202106,74,0.2,"TN"
"6559",202107,77,-0.1,"TN"
"6560",202108,77.2,1.2,"TN"
"6561",202109,69.7,-0.5,"TN"
"6562",202110,63.4,4.6,"TN"
"6563",202111,45.6,-1.8,"TN"
"6564",202112,50.4,11.2,"TN"
"6565",202201,35.5,-1.7,"TN"
"6566",202202,41.8,1.7,"TN"
"6567",202203,51.6,3.2,"TN"
"6568",202204,56.7,-0.9,"TN"
"6569",202205,69,2.9,"TN"
"6570",202206,75.8,2,"TN"
"6571",202207,80.2,3.1,"TN"
"6572",202208,76.4,0.4,"TN"
"6573",202209,69.4,-0.8,"TN"
